date,time,symbol,price,volume,value,cum_volume,cum_value,floor
2026-03-13,09:05:32,TCB,32.1,21800,699780.0,21800,699780.0,HOSE
2026-03-13,09:08:35,HSL,5.3,35000,185500.0,35000,185500.0,HOSE
2026-03-13,09:16:15,OCB,10.1,10000000,101000000.0,10000000,101000000.0,HOSE
2026-03-13,09:16:36,SCR,5.3,1,5.3,1,5.3,HOSE
2026-03-13,09:16:39,LSS,7.94,1,7.94,1,7.94,HOSE
2026-03-13,09:17:18,PPC,9.3,1,9.3,1,9.3,HOSE
2026-03-13,09:18:32,AAA,6.6,1,6.6,1,6.6,HOSE
2026-03-13,09:22:02,SAB,45.5,22000,1001000.0,22000,1001000.0,HOSE
2026-03-13,09:23:01,PPC,9.3,1,9.3,2,18.6,HOSE
2026-03-13,09:24:12,KDC,51.3,500000,25650000.0,500000,25650000.0,HOSE
2026-03-13,09:34:08,VCB,61.0,26000,1586000.0,26000,1586000.0,HOSE
2026-03-13,09:36:04,MSB,11.25,5065000,56981250.0,5065000,56981250.0,HOSE
2026-03-13,09:41:27,AAA,6.6,1,6.6,2,13.2,HOSE
2026-03-13,09:42:09,OCB,10.05,10000000,100500000.0,20000000,201500000.0,HOSE
2026-03-13,09:45:08,AAA,6.6,1,6.6,3,19.799999999999997,HOSE
2026-03-13,09:45:17,SCR,5.3,1,5.3,2,10.6,HOSE
2026-03-13,09:47:04,AAA,6.6,1,6.6,4,26.4,HOSE
2026-03-13,09:49:04,AAA,6.6,1,6.6,5,33.0,HOSE
2026-03-13,09:49:39,STB,61.2,460000,28152000.0,460000,28152000.0,HOSE
2026-03-13,09:50:11,VND,17.5,576000,10080000.0,576000,10080000.0,HOSE
2026-03-13,09:50:56,PPC,9.3,1,9.3,3,27.900000000000002,HOSE
2026-03-13,09:54:28,OCB,10.05,10000000,100500000.0,30000000,302000000.0,HOSE
2026-03-13,09:54:55,SCR,5.3,1,5.3,3,15.899999999999999,HOSE
2026-03-13,09:55:33,LSS,7.94,1,7.94,2,15.88,HOSE
2026-03-13,09:55:47,AAA,6.6,1,6.6,6,39.599999999999994,HOSE
2026-03-13,09:55:48,LSS,7.94,1,7.94,3,23.82,HOSE
2026-03-13,09:56:39,LSS,7.94,1,7.94,4,31.76,HOSE
2026-03-13,09:58:40,AAA,6.6,1,6.6,7,46.199999999999996,HOSE
2026-03-13,10:02:56,AAA,6.6,1,6.6,8,52.8,HOSE
2026-03-13,10:03:57,SCR,5.3,1,5.3,4,21.2,HOSE
2026-03-13,10:10:12,SCR,5.3,1,5.3,5,26.5,HOSE
2026-03-13,10:13:43,PPC,9.3,1,9.3,4,37.2,HOSE
2026-03-13,10:14:28,SCR,5.3,1,5.3,6,31.799999999999997,HOSE
2026-03-13,10:17:27,PPC,9.3,1,9.3,5,46.5,HOSE
2026-03-13,10:19:47,SCR,5.3,1,5.3,7,37.1,HOSE
2026-03-13,10:21:25,SHI,13.1,200000,2620000.0,200000,2620000.0,HOSE
2026-03-13,10:26:45,AAA,6.6,1,6.6,9,59.4,HOSE
2026-03-13,10:30:07,VIB,15.5,1,15.5,1,15.5,HOSE
2026-03-13,10:34:10,KBC,32.0,380000,12160000.0,380000,12160000.0,HOSE
2026-03-13,10:34:20,PPC,9.3,1,9.3,6,55.800000000000004,HOSE
2026-03-13,10:36:31,AAA,6.6,1,6.6,10,66.0,HOSE
2026-03-13,10:37:54,SCR,5.3,1,5.3,8,42.4,HOSE
2026-03-13,10:40:00,AAA,6.6,1,6.6,11,72.6,HOSE
2026-03-13,10:43:31,SCR,5.3,1,5.3,9,47.699999999999996,HOSE
2026-03-13,10:44:23,AAA,6.6,1,6.6,12,79.19999999999999,HOSE
2026-03-13,10:49:53,LPB,43.95,230000,10108500.0,230000,10108500.0,HOSE
2026-03-13,10:52:09,SHI,13.1,200000,2620000.0,400000,5240000.0,HOSE
2026-03-13,10:52:19,SCR,5.3,1,5.3,10,53.0,HOSE
2026-03-13,10:52:56,NLG,26.85,1,26.85,1,26.85,HOSE
2026-03-13,10:53:33,TCB,31.1,1,31.1,21801,699811.1,HOSE
2026-03-13,10:54:21,NLG,26.85,2,53.7,3,80.55000000000001,HOSE
2026-03-13,10:54:42,TCB,31.1,2,62.2,21803,699873.3,HOSE
2026-03-13,10:55:03,TCB,31.1,2,62.2,21805,699935.5,HOSE
2026-03-13,10:55:28,SCR,5.3,1,5.3,11,58.3,HOSE
