date,gross_ret,net_ret,n_hold,turnover,pnl_net,pnl_gross
2018-01-31,0.11770998926302817,0.11620998926302817,47,1.0,1.1162099892630282,1.1177099892630282
2018-02-28,-0.010946740667707192,-0.012095676837919957,40,0.7659574468085107,1.1027086739496443,1.10547470786886
2018-03-31,0.056432969530750464,0.05577443294538461,41,0.4390243902439025,1.164211624943143,1.1678599283750386
2018-04-30,-0.09000784590088787,-0.09081272394966836,38,0.5365853658536585,1.0584863960281865,1.0627433719080361
2018-05-31,-0.0682176581756689,-0.06900713185987942,35,0.5263157894736842,0.9854432857255809,0.990245507834756
2018-06-30,-0.03665608376218706,-0.037770369476472776,35,0.7428571428571429,0.9482227287256163,0.9539469855544357
2018-07-31,-0.025575311192410657,-0.027032454049553515,33,0.9714285714285714,0.9225899413825988,0.929549494537819
2018-08-31,0.07863474322290676,0.07752045750862104,35,0.7428571428571429,0.9941095357314297,1.0026443803537832
2018-09-30,0.01888928253803085,0.018230745952664995,41,0.4390243902439024,1.012232894126471,1.0215836133394547
2018-10-31,-0.08769532748594959,-0.0885733762664374,40,0.5853658536585367,0.9225760091257423,0.9319955038133716
2018-11-30,0.03770302568224364,0.03642802568224364,38,0.85,0.9561836316799966,0.9671345542293828
2018-12-31,0.011098835362607001,0.010072519573133317,37,0.6842105263157896,0.9658148100256031,0.9778686214202629
2019-01-31,0.0010925330916755497,-0.00020476420562174757,34,0.8648648648648648,0.9656170457232505,0.9789369752484757
2019-02-28,0.06659137548795026,0.0655373214338962,37,0.7027027027027026,1.0289010004308643,1.0441257349462854
2019-03-31,0.08675181625744131,0.08552732646152295,49,0.8163265306122449,1.1169001521913025,1.1347055388540113
2019-04-30,-0.00035198363867282713,-0.0015152489447952762,45,0.7755102040816327,1.115207770414253,1.1343061410696231
2019-05-31,0.030803552032785994,0.03007021869945266,42,0.4888888888888888,1.1487423119659383,1.16924679930717
2019-06-30,0.04110652343105666,0.04026931412873108,43,0.5581395348837209,1.1950013769794596,1.217310470259578
2019-07-31,0.049553982676143235,0.04873580085796142,44,0.5454545454545454,1.2532407261129204,1.2776330522143091
2019-08-31,0.05655932498527913,0.055702182128136275,49,0.5714285714285715,1.32304896928926,1.3498951152264325
2019-09-30,-0.03181851262385234,-0.03285932895038295,45,0.6938775510204083,1.279574467989919,1.3069434604617236
2019-10-31,0.019957494145581414,0.01869082747891475,41,0.8444444444444444,1.3034907736175427,1.3330267769224944
2019-11-30,-0.001850894270286089,-0.0026881035726116706,43,0.5581395348837209,1.2999868554121152,1.3305594852989506
2019-12-31,0.0027625433899947436,0.0019253340876691622,42,0.5581395348837209,1.3024897644183622,1.334235213610058
2020-01-31,-0.06679737152587775,-0.06808308581159203,40,0.8571428571428572,1.2138122420187465,1.245111808343638
2020-02-29,0.003541322090787023,0.00251859481805975,44,0.6818181818181819,1.2168693432415925,1.249521150296025
2020-03-31,-0.20723955145327813,-0.2080693386873207,47,0.5531914893617021,0.9636761437244401,0.9905709475772927
2020-04-30,0.19605033922833373,0.1948964930744876,52,0.7692307692307692,1.1514932445958794,1.1847727178795529
2020-05-31,0.11749846587136742,0.11644291031581186,54,0.7037037037037037,1.2855764692056206,1.3239816946366507
2020-06-30,-0.0030809417589209047,-0.004000296597630582,62,0.6129032258064515,1.2804337820298635,1.3199025841455978
