year,quarter,EPS,BVPS,Revenue
2025,3,40.96240754297023,11238.8836054069,30617078937
2025,2,86.2283393467398,11246.8211979078,26881440155
2025,1,39.377486291514785,11160.592858561,18464922141
2024,4,14.35718496407701,11123.5871992576,18434343607
2024,3,32.565067253064164,11106.9822919322,18609095752
2024,2,71.32312386445565,11048.8344493583,18531170529
2024,1,88.66587749098774,10977.5113254939,19176979782
2023,4,36.15815105984139,10888.8454480029,19206976249
2023,3,115.98648644556597,10852.687296943,22293751323
2023,2,119.50096741167988,10736.7008066042,25907171655
2023,1,117.88327456380678,10617.1998391925,13112312569
2022,4,8.168519466474406,10499.3165646287,14447373251
2022,3,52.32798800288392,10526.0151897909,15247958187
2022,2,94.66697088680606,10473.687201788,18420276675
2022,1,128.36847909156452,10379.0202309012,24291683976
2021,4,91.2674756741168,10273.7293216294,28979390781
2021,3,150.02980346070657,10182.4618459553,21707041781
2021,2,170.7371225955299,10032.4320424946,20608510232
2021,1,115.30072023071376,9861.6949198991,12860356146
2020,4,79.09197578947368,9746.3941996683,10109443726
2020,3,46.601352314347515,9861.9620651911,6369822695
2020,2,111.19114361932228,9815.3607128767,7000792714
2020,1,93.16512360490266,9704.1695692574,5106083769
2019,4,-826.7246867916366,9611.0044456525,5233738551
2019,3,-18.28599529920692,4977.366967628,4879830473
2019,2,52.78337358823529,10189.6627346765,7065494925
2019,1,51.68676758823529,10136.8793610882,7035514280
2018,4,13.812695176470589,10085.1925935,7025254747
2018,3,0.8293666176470588,10071.3798983235,5712195041
2018,2,2.996350911764706,10070.5505317059,7531659566
2018,1,1.289116294117647,10067.5541807941,4599688128
2017,4,1.0611759705882353,10066.2650645,7167173790
2017,3,1.1485423529411765,10081.2777870588,4394099568
2017,2,1.0346377352941176,10080.1292447059,6544157143
2017,1,7.442751852941177,10079.0946069706,6918233280
2016,4,0.2022009705882353,10071.6518551176,6373385432
2016,3,1.373778294117647,10176.6578441615,4669893666
2016,2,14.922660952380953,10173.7566974534,6211693250
2016,1,6.109847267080745,10453.040312795,5744230097
2015,4,293.8182654037267,10446.930465528,11640819267
2015,3,-24.393237701863352,10152.6114826708,5446881383
2015,2,52.796242732919254,10878.6440539752,7194002198
2015,1,12.464241863354037,10825.8478112422,6506720066
2014,4,368.4368044099379,10825.8478112422,13854283379
2014,3,43.54179099378882,10828.194901118,6481831167
2014,2,48.49770149068323,10416.2163057143,7039629856
2014,1,124.50192198757765,10367.7186042236,8472657774
2013,4,128.5171449689441,10243.216682236,8346154893
2013,3,-72.53020608695653,10114.7481554658,4576292807
2013,2,-34.52197838509317,10187.2783615528,6600220324
2013,1,50.21843540372671,10221.8003399379,7062504647
