date,open,high,low,close,volume,value
06/11/2017,846.12,849.09,843.73,849.09,128405430.0,
06/11/2018,931.0,931.27,921.93,922.05,120442560.0,
06/11/2019,1023.43,1028.97,1023.42,1024.91,183325470.0,
06/11/2020,939.73,941.2,934.63,938.29,232768190.0,
06/11/2023,1082.21,1089.66,1081.01,1089.66,508936305.0,
06/11/2024,1251.22,1262.44,1250.57,1261.28,463915932.0,
06/11/2025,1656.67,1658.69,1638.12,1642.64,583918596.0,
06/12/2007,973.65,974.46,971.67,974.46,5863470.0,
06/12/2010,467.3,468.8,462.9,465.6,85111340.0,
06/12/2011,393.92,396.29,390.2,390.2,33816160.0,
06/12/2012,385.59,386.62,384.53,385.69,26784560.0,
06/12/2013,510.03,512.37,509.76,510.12,75560180.0,
06/12/2016,660.68,660.77,648.37,651.49,117960660.0,
06/12/2017,950.21,953.3,932.64,947.64,225172150.0,
06/12/2018,957.14,959.58,948.44,954.82,145040180.0,
06/12/2019,962.38,965.41,960.99,963.56,139312750.0,
06/12/2021,1443.32,1452.55,1400.87,1413.58,978214400.0,
06/12/2022,1088.9,1089.63,1048.69,1048.69,1303644184.0,
06/12/2023,1118.06,1126.43,1116.03,1126.43,738707669.0,
06/12/2024,1270.96,1276.1,1268.58,1270.14,565715866.0,
07/01/2008,899.53,899.53,887.08,887.08,6373850.0,
07/01/2009,320.4,322.59,319.29,319.58,14095390.0,
07/01/2010,536.8,540.8,530.7,533.3,66287110.0,
07/01/2011,482.8,483.9,481.4,481.9,27898990.0,
07/01/2013,428.84,434.64,426.86,434.19,75004280.0,
07/01/2014,511.02,513.0,509.87,510.12,71614380.0,
07/01/2015,548.44,555.83,548.44,552.05,109445780.0,
07/01/2016,570.62,570.94,561.09,565.36,140610960.0,
07/01/2019,890.47,896.63,880.9,889.64,87417130.0,
07/01/2020,955.79,959.46,953.19,958.88,130272030.0,
07/01/2021,1147.26,1156.49,1143.44,1156.49,685553900.0,
07/01/2022,1534.1,1534.52,1524.96,1528.48,925633800.0,
07/01/2025,1249.19,1254.09,1243.06,1246.95,461894014.0,
07/01/2026,1832.23,1861.58,1819.17,1861.58,1014370947.0,
07/02/2007,1084.33,1095.75,1083.99,1095.75,7780530.0,
07/02/2012,400.43,402.5,396.02,401.08,32063940.0,
07/02/2013,492.56,493.72,488.03,490.62,66319750.0,
07/02/2014,557.71,558.51,549.37,549.76,119495580.0,
07/02/2017,699.99,703.3,698.99,701.91,151064680.0,
07/02/2018,1040.53,1048.54,1011.6,1040.55,208749250.0,
07/02/2020,938.61,943.48,935.94,940.75,165020480.0,
07/02/2022,1498.8,1505.69,1493.89,1497.66,516533800.0,
07/02/2023,1088.07,1092.12,1065.18,1065.84,565279974.0,
07/02/2024,1190.51,1199.52,1190.5,1198.53,614452225.0,
07/02/2025,1271.98,1279.35,1269.12,1275.2,503342974.0,
07/03/2007,1139.3,1139.3,1132.23,1132.23,8282970.0,
07/03/2008,638.23,640.14,638.23,640.14,8543530.0,
07/03/2011,465.2,468.2,464.4,468.2,21215060.0,
07/03/2012,442.74,444.25,433.69,444.02,97945750.0,
07/03/2013,470.73,472.54,466.63,466.63,41308530.0,
07/03/2014,579.4,582.24,579.1,579.75,149392490.0,
07/03/2016,575.76,580.95,575.39,576.2,154505980.0,
07/03/2017,716.46,716.95,714.27,716.54,176411640.0,
07/03/2018,1121.99,1126.67,1103.29,1112.26,239942030.0,
07/03/2019,995.65,1004.55,994.03,994.03,187770040.0,
07/03/2022,1500.65,1505.32,1493.87,1499.05,907794900.0,
07/03/2023,1033.96,1043.92,1033.32,1037.84,410803657.0,
07/03/2024,1263.23,1269.88,1260.24,1268.46,871614163.0,
07/03/2025,1320.08,1327.07,1318.71,1326.05,825175457.0,
07/04/2008,541.42,542.33,541.42,542.33,2008150.0,
07/04/2009,313.7,322.4,309.8,322.4,41795600.0,
07/04/2010,516.3,517.3,512.5,515.8,48659250.0,
07/04/2011,464.7,465.9,462.0,463.5,22006610.0,
07/04/2014,595.72,602.55,595.35,600.57,108560420.0,
07/04/2015,544.07,548.37,540.79,548.11,89727690.0,
07/04/2016,570.72,572.56,567.01,571.6,117899300.0,
07/04/2017,721.85,727.95,720.28,727.95,189771920.0,
07/04/2020,744.97,749.13,730.28,746.69,276556810.0,
07/04/2021,1237.39,1242.38,1232.52,1242.38,658286800.0,
07/04/2022,1524.12,1524.92,1502.35,1502.35,731702000.0,
07/04/2023,1071.09,1072.94,1063.7,1069.71,592943658.0,
07/04/2026,1677.99,1690.31,1665.36,1677.54,612450752.0,
07/05/2007,969.48,983.62,969.48,983.62,4917600.0,
07/05/2008,514.66,515.26,513.86,515.26,5844110.0,
07/05/2009,358.0,364.5,358.0,363.9,41021160.0,
07/05/2010,548.2,548.2,536.5,542.0,105923850.0,
07/05/2012,481.95,486.31,481.05,486.31,92050850.0,
07/05/2013,489.25,491.56,484.39,485.58,54751810.0,
07/05/2014,558.04,561.56,553.21,559.97,46793760.0,
07/05/2015,548.51,554.22,547.53,552.98,65236660.0,
07/05/2018,1034.64,1062.26,1026.8,1062.26,122128310.0,
07/05/2019,961.31,965.61,955.42,957.56,121330080.0,
07/05/2020,785.08,796.54,785.08,796.54,214433830.0,
07/05/2021,1245.48,1250.5,1231.92,1241.81,718314800.0,
07/05/2024,1245.5,1250.63,1240.09,1248.63,550898676.0,
07/05/2025,1241.1,1250.79,1240.2,1250.37,696862360.0,
07/05/2026,1897.44,1924.95,1896.45,1909.01,961003323.0,
07/06/2007,1057.54,1060.02,1057.54,1060.02,4664990.0,
07/06/2010,498.9,502.2,495.0,496.9,49305700.0,
07/06/2011,443.1,448.4,441.4,443.7,29655170.0,
07/06/2012,431.14,436.68,428.61,434.41,63449670.0,
07/06/2013,523.21,527.97,523.19,527.97,73350530.0,
07/06/2016,622.4,624.69,620.05,624.65,112253160.0,
07/06/2017,752.75,754.92,751.31,753.46,192345690.0,
07/06/2018,1038.93,1043.71,1030.79,1036.69,151829230.0,
07/06/2019,951.64,958.28,948.21,958.28,97844860.0,
07/06/2021,1374.59,1375.74,1347.21,1358.78,828123200.0,
07/06/2022,1285.07,1291.35,1260.92,1291.35,592865300.0,
07/06/2023,1111.67,1112.28,1104.26,1109.54,909508073.0,
07/06/2024,1289.05,1293.03,1283.13,1287.58,566497622.0,
07/07/2008,448.49,448.49,431.72,435.89,24657650.0,
07/07/2009,450.5,455.4,447.2,447.6,34163560.0,
07/07/2010,502.5,503.8,496.9,496.9,39397660.0,
07/07/2011,428.3,431.0,426.5,430.0,14604310.0,
07/07/2014,592.27,594.84,589.61,590.69,114945340.0,
07/07/2015,623.89,633.73,620.59,630.27,167953860.0,
07/07/2016,652.49,661.12,652.13,661.12,130188390.0,
07/07/2017,783.73,783.81,775.73,775.73,237199480.0,
07/07/2020,865.46,870.63,863.42,863.42,278262510.0,
07/07/2021,1354.79,1388.55,1334.88,1388.55,725684700.0,
07/07/2022,1148.97,1166.48,1142.8,1166.48,336105000.0,
07/07/2023,1124.98,1138.07,1122.94,1138.07,690911706.0,
07/07/2025,1393.34,1402.32,1386.97,1402.06,1231774285.0,
07/08/2007,890.75,898.26,890.75,896.91,3924530.0,
07/08/2008,446.85,446.87,438.83,438.83,16735840.0,
07/08/2009,480.4,483.5,478.6,480.7,41559970.0,
07/08/2012,423.72,425.46,422.44,422.5,29412940.0,
07/08/2013,496.95,502.26,495.02,500.1,35379890.0,
07/08/2014,603.94,608.42,603.13,607.62,87858760.0,
07/08/2015,601.57,604.04,597.75,603.76,75215360.0,
07/08/2017,789.41,796.09,788.66,792.98,210236060.0,
07/08/2018,957.7,962.02,953.71,956.79,138303880.0,
07/08/2019,967.18,971.96,961.64,965.93,133866380.0,
07/08/2020,840.65,844.33,836.84,841.46,221256020.0,
07/08/2023,1233.1,1241.42,1230.38,1241.42,1069565143.0,
07/08/2024,1216.96,1217.79,1205.11,1215.88,461425878.0,
07/08/2025,1587.84,1588.38,1567.72,1581.81,1610898102.0,
07/09/2007,929.53,934.13,929.53,934.13,6777000.0,
07/09/2009,528.2,528.2,513.5,524.5,59610450.0,
07/09/2010,463.4,467.4,458.9,460.6,51314870.0,
07/09/2011,444.4,445.72,440.44,443.99,41854450.0,
07/09/2012,395.25,397.51,392.56,397.51,29329820.0,
07/09/2015,557.07,560.09,554.44,554.93,62231590.0,
07/09/2016,663.05,663.68,656.22,661.28,88002530.0,
07/09/2017,793.61,798.58,792.77,796.72,143540810.0,
07/09/2018,955.5,968.9,955.5,968.9,152617370.0,
07/09/2020,903.85,905.8,888.25,888.25,370574490.0,
07/09/2021,1346.39,1353.66,1340.32,1341.9,832845900.0,
07/09/2022,1274.6,1275.07,1243.17,1243.17,753758800.0,
07/09/2023,1248.91,1255.11,1240.82,1243.14,1034363991.0,
07/10/2008,413.63,415.12,413.63,414.24,9969990.0,
07/10/2009,560.8,569.6,560.2,566.4,44421430.0,
07/10/2010,462.0,467.6,460.2,462.1,34258650.0,
07/10/2011,423.46,423.74,417.96,417.96,27044370.0,
07/10/2013,497.84,502.16,496.92,500.47,64102510.0,
07/10/2014,614.16,617.01,612.94,614.08,178871570.0,
07/10/2015,583.97,587.3,579.57,579.57,132503590.0,
07/10/2016,689.51,690.14,680.26,683.95,128830960.0,
07/10/2019,989.45,990.34,983.09,983.09,150412170.0,
07/10/2020,913.62,923.57,912.69,919.72,480384680.0,
07/10/2021,1362.82,1367.64,1360.57,1365.99,642146400.0,
07/10/2022,1061.93,1062.23,1022.38,1035.91,724043484.0,
07/10/2024,1275.59,1278.61,1264.65,1269.93,431746999.0,
07/10/2025,1703.9,1703.9,1678.66,1685.3,879953011.0,
07/11/2007,1026.05,1035.85,1026.05,1031.2,12883210.0,
07/11/2008,366.25,371.65,364.99,365.97,17124290.0,
07/11/2011,409.78,413.94,408.66,410.52,25581440.0,
07/11/2012,377.83,381.22,375.75,380.9,27064820.0,
07/11/2013,502.09,503.3,499.29,499.86,104887510.0,
07/11/2014,598.37,603.32,597.73,602.59,119568150.0,
07/11/2016,667.12,674.36,666.61,674.14,86516180.0,
07/11/2017,850.2,854.6,847.88,850.33,150836950.0,
07/11/2018,922.03,924.6,915.41,922.16,126800490.0,
07/11/2019,1023.49,1028.45,1022.61,1024.03,166863590.0,
07/11/2022,989.74,996.18,969.61,975.19,490290336.0,
07/11/2023,1086.68,1089.89,1079.42,1080.29,480141780.0,
07/11/2024,1266.61,1267.09,1259.75,1259.75,436110981.0,
07/11/2025,1636.24,1638.59,1595.34,1599.1,846874733.0,
07/12/2007,970.15,976.19,970.15,974.63,6784150.0,
07/12/2010,461.7,466.1,460.8,460.8,81943820.0,
07/12/2011,389.15,389.69,386.71,387.21,25848200.0,
07/12/2012,386.44,386.6,383.8,383.8,26109500.0,
07/12/2015,570.12,571.2,563.41,563.62,70843060.0,
07/12/2016,648.63,654.13,647.33,653.53,103897120.0,
07/12/2017,950.23,954.24,932.68,938.65,162853390.0,
07/12/2018,956.49,962.39,954.82,958.59,151647570.0,
07/12/2020,1024.34,1030.41,1022.14,1029.98,443253830.0,
07/12/2021,1413.58,1446.77,1413.58,1446.77,664287400.0,
07/12/2022,1046.72,1059.79,1034.92,1041.02,767643808.0,
07/12/2023,1128.67,1129.83,1109.51,1121.49,1221764657.0,
08/01/2008,892.68,895.56,892.68,893.74,6180320.0,
08/01/2009,315.92,318.79,313.04,314.15,12863470.0,
08/01/2010,541.0,544.5,520.9,520.9,76177100.0,
08/01/2013,437.25,447.16,437.15,447.16,81496290.0,
08/01/2014,511.03,514.2,509.01,513.9,68629490.0,
08/01/2015,553.49,556.8,552.15,553.47,73883040.0,
08/01/2016,562.62,563.17,556.36,560.05,133652640.0,
08/01/2018,1011.36,1022.9,1004.89,1022.9,236387900.0,
08/01/2019,891.37,891.87,883.67,887.44,92128530.0,
08/01/2020,954.13,955.84,945.28,948.98,179374340.0,
08/01/2021,1164.1,1176.33,1160.48,1167.69,726084300.0,
08/01/2024,1159.42,1162.56,1155.48,1160.19,753445865.0,
08/01/2025,1246.16,1251.02,1239.67,1251.02,335193426.0,
08/01/2026,1880.81,1888.33,1850.11,1855.56,1262265120.0,
08/02/2007,1058.74,1095.75,1052.86,1052.86,7791850.0,
08/02/2010,488.9,491.7,487.7,491.2,19118380.0,
08/02/2011,515.7,521.5,515.6,520.7,23807620.0,
08/02/2012,403.74,409.74,401.51,409.53,41644860.0,
08/02/2013,491.85,495.72,489.64,494.03,58838750.0,
08/02/2017,702.67,702.77,700.47,702.04,131301380.0,
08/02/2018,1031.46,1040.55,1023.25,1023.25,161025060.0,
08/02/2021,1127.06,1127.06,1075.1,1083.18,613138900.0,
08/02/2022,1496.26,1503.33,1491.78,1500.99,660158600.0,
08/02/2023,1067.58,1079.51,1063.5,1072.22,452708164.0,
08/03/2007,1140.48,1141.59,1138.67,1141.59,9029920.0,
08/03/2010,517.0,522.8,517.0,521.1,53071450.0,
08/03/2011,471.8,477.5,471.8,475.4,24083640.0,
08/03/2012,436.44,443.5,431.66,431.66,83407280.0,
08/03/2013,469.38,471.75,468.1,470.68,30142850.0,
08/03/2016,576.75,579.87,574.53,574.71,141443700.0,
08/03/2017,715.04,718.78,713.89,716.6,162940400.0,
08/03/2018,1112.24,1126.35,1111.76,1124.15,186579760.0,
08/03/2019,987.89,994.03,984.48,985.25,176347260.0,
08/03/2021,1180.33,1181.25,1164.02,1168.27,610284000.0,
08/03/2022,1487.37,1495.97,1473.71,1473.71,952541400.0,
08/03/2023,1028.77,1049.18,1027.8,1049.18,465169105.0,
08/03/2024,1272.62,1274.3,1247.35,1247.35,1209088843.0,
08/04/2008,550.68,550.68,547.6,548.56,24984360.0,
08/04/2009,316.7,328.5,313.4,313.8,54502480.0,
08/04/2010,515.7,519.4,514.7,515.9,54227900.0,
08/04/2011,462.5,464.5,462.2,464.3,17885380.0,
08/04/2013,505.0,507.75,501.91,506.66,49051910.0,
08/04/2014,601.39,603.25,598.52,603.25,109210640.0,
08/04/2015,549.69,551.23,546.29,547.72,70218920.0,
08/04/2016,571.21,574.46,569.09,572.34,111597810.0,
08/04/2019,989.26,997.56,989.26,997.56,146953600.0,
08/04/2020,740.03,748.36,730.12,748.02,203416250.0,
08/04/2021,1242.38,1246.4,1232.26,1234.89,617808800.0,
08/04/2022,1504.31,1507.73,1482.0,1482.0,714336000.0,
08/04/2024,1255.37,1258.4,1246.87,1250.35,733082694.0,
08/04/2025,1173.14,1174.4,1130.98,1132.79,989102100.0,
08/04/2026,1706.59,1756.55,1706.59,1756.55,1256696748.0,
08/05/2007,1017.24,1017.24,1015.43,1015.43,5707980.0,
08/05/2008,507.31,507.94,507.26,507.94,4101560.0,
08/05/2009,363.9,370.7,363.9,366.2,47862640.0,
08/05/2012,488.6,492.44,486.25,488.07,126988850.0,
08/05/2013,486.74,488.04,483.03,485.07,37540320.0,
08/05/2014,550.75,550.75,525.37,527.09,128293230.0,
08/05/2015,551.57,556.39,550.93,554.51,70875790.0,
08/05/2017,720.61,720.61,717.98,718.86,200765930.0,
08/05/2018,1061.12,1072.28,1057.24,1060.45,131146470.0,
08/05/2019,950.1,957.56,947.86,951.22,118717980.0,
08/05/2020,800.32,825.72,800.2,813.73,340156270.0,
08/05/2023,1043.44,1053.44,1043.44,1053.44,584061271.0,
08/05/2024,1243.61,1251.62,1234.76,1250.46,770816040.0,
08/05/2025,1255.34,1271.44,1250.37,1269.8,780781448.0,
08/05/2026,1911.15,1921.81,1897.06,1915.37,944197112.0,
08/06/2007,1067.13,1067.13,1054.78,1057.36,7588570.0,
08/06/2009,489.0,501.5,489.0,501.5,27903790.0,
08/06/2010,494.1,498.0,493.2,497.2,36309260.0,
08/06/2011,445.4,447.0,436.2,439.6,32255700.0,
08/06/2012,439.02,441.46,432.9,432.9,80032950.0,
08/06/2015,583.06,585.51,579.45,579.83,181609700.0,
08/06/2016,626.84,632.68,626.29,627.87,126073730.0,
08/06/2017,751.7,753.46,748.91,750.13,177252320.0,
08/06/2018,1032.59,1039.07,1026.94,1039.01,124180340.0,
08/06/2020,888.7,905.65,888.7,899.92,495328980.0,
08/06/2021,1355.36,1364.48,1318.11,1319.88,859332400.0,
08/06/2022,1297.56,1316.78,1294.27,1307.91,512060100.0,
08/06/2023,1111.86,1115.14,1101.32,1101.32,1191167261.0,
08/06/2026,1822.1,1822.95,1789.31,1790.53,714568751.0,
08/07/2008,427.35,436.71,427.11,436.71,15094260.0,
08/07/2009,443.0,449.0,440.4,446.8,31759960.0,
08/07/2010,502.1,502.2,498.6,498.6,36297140.0,
08/07/2011,430.0,431.4,428.8,430.3,15893240.0,
08/07/2013,485.73,485.95,480.58,482.77,32633300.0,
08/07/2014,591.63,593.4,588.54,591.47,95623320.0,
08/07/2015,618.75,625.51,618.33,623.17,180512890.0,
08/07/2016,661.07,665.53,655.91,658.68,131939490.0,
08/07/2019,972.83,975.34,963.84,966.35,119061500.0,
08/07/2020,861.75,865.58,859.98,864.5,179303820.0,
08/07/2021,1388.55,1388.55,1363.92,1374.68,521754500.0,
08/07/2022,1174.53,1177.18,1164.23,1171.31,408239000.0,
08/07/2024,1285.34,1287.14,1277.68,1283.56,620542471.0,
08/07/2025,1407.07,1415.65,1400.79,1415.46,1177502304.0,
08/08/2007,901.53,910.05,901.53,910.05,4361660.0,
08/08/2008,441.79,444.29,438.82,444.28,14239130.0,
08/08/2011,399.2,400.69,395.1,396.4,19929670.0,
08/08/2012,422.74,424.52,421.31,423.57,22369090.0,
08/08/2013,499.61,503.51,497.05,498.22,28051650.0,
08/08/2014,607.64,610.09,604.08,605.43,101520160.0,
08/08/2016,627.39,629.91,622.14,629.46,84087430.0,
08/08/2017,795.8,796.62,789.84,791.57,213526640.0,
08/08/2018,958.31,966.27,956.79,966.27,140667750.0,
08/08/2019,965.93,975.83,964.21,975.24,157756080.0,
08/08/2022,1252.36,1258.84,1252.04,1256.75,600108300.0,
08/08/2023,1244.35,1246.22,1239.01,1242.23,1055127603.0,
08/08/2024,1211.83,1219.97,1202.58,1208.32,579962780.0,
08/08/2025,1589.58,1592.52,1565.45,1584.95,1820837623.0,
08/09/2009,530.0,538.6,529.8,537.8,47440160.0,
08/09/2010,454.3,458.4,453.0,458.4,52182480.0,
08/09/2011,450.4,457.41,449.97,453.26,55809690.0,
08/09/2014,641.93,642.72,639.19,639.85,163757920.0,
08/09/2015,554.48,566.72,554.34,566.72,93964710.0,
08/09/2016,661.89,668.2,660.54,666.07,112627640.0,
08/09/2017,797.98,802.9,796.72,801.2,122071810.0,
08/09/2020,891.61,894.58,884.88,890.14,256864330.0,
08/09/2021,1341.9,1344.49,1328.35,1333.61,582036600.0,
08/09/2022,1251.06,1251.36,1234.6,1234.6,524895800.0,
08/09/2023,1242.28,1248.1,1240.15,1241.48,920806719.0,
08/09/2025,1660.91,1667.36,1624.53,1624.53,1904992565.0,
08/10/2007,1084.58,1088.11,1084.58,1084.87,13146590.0,
08/10/2008,397.2,402.37,396.88,401.33,14773380.0,
08/10/2009,570.5,571.8,566.0,571.8,50705230.0,
08/10/2010,462.0,467.6,460.2,459.3,28255370.0,
08/10/2012,387.83,393.45,387.83,393.45,32959790.0,
08/10/2013,500.53,502.64,497.58,502.22,69394720.0,
08/10/2014,615.04,618.37,611.98,617.26,167590180.0,
08/10/2015,580.04,588.35,579.82,586.78,143545640.0,
08/10/2018,1003.31,1008.39,996.12,996.12,185949540.0,
08/10/2019,983.62,988.51,981.89,988.22,153446780.0,
08/10/2020,922.08,922.08,913.89,918.84,426417410.0,
08/10/2021,1365.99,1373.18,1365.93,1372.73,583226400.0,
08/10/2024,1271.98,1275.82,1266.94,1271.98,592176851.0,
08/10/2025,1701.06,1704.42,1680.87,1697.83,1067425184.0,
08/11/2007,1031.95,1031.95,1026.47,1026.47,8059070.0,
08/11/2010,457.5,458.7,454.4,457.1,27232590.0,
08/11/2011,408.36,409.76,405.17,408.6,21847320.0,
08/11/2012,380.32,385.6,380.13,385.6,20853300.0,
08/11/2013,498.8,500.47,498.33,498.61,63364460.0,
08/11/2016,675.82,677.91,674.33,676.46,77559310.0,
08/11/2017,853.15,863.07,850.33,859.7,147296730.0,
08/11/2018,928.69,932.86,922.16,926.28,136692720.0,
08/11/2019,1026.98,1027.39,1021.11,1022.49,157942420.0,
08/11/2021,1456.51,1470.49,1456.51,1467.57,972340900.0,
08/11/2022,960.93,981.86,956.97,981.65,491662593.0,
08/11/2023,1079.14,1113.43,1075.8,1113.43,800215243.0,
08/11/2024,1262.84,1264.09,1250.77,1252.56,472794115.0,
08/12/2008,291.83,292.36,287.9,288.69,10190720.0,
08/12/2009,494.6,496.0,485.6,488.5,30935120.0,
08/12/2010,459.4,461.6,452.6,452.8,68289030.0,
08/12/2011,387.02,388.35,381.63,381.63,24726570.0,
08/12/2014,577.44,577.44,569.24,571.68,105840990.0,
08/12/2015,561.0,574.15,556.92,574.15,97111470.0,
08/12/2016,655.48,660.72,655.48,658.89,90796840.0,
08/12/2017,938.41,944.75,930.29,940.16,153106250.0,
08/12/2020,1029.98,1032.58,1025.63,1029.26,473258150.0,
08/12/2021,1446.77,1460.28,1446.77,1452.87,711759600.0,
08/12/2022,1055.21,1078.09,1045.98,1050.53,836407763.0,
08/12/2023,1122.09,1127.46,1119.43,1124.44,689966264.0,
08/12/2025,1757.42,1758.41,1746.03,1753.74,740943400.0,
09/01/2008,888.69,888.69,878.41,878.41,6145460.0,
09/01/2009,313.75,313.82,312.12,313.4,7495830.0,
09/01/2012,334.93,339.32,332.28,339.32,19198950.0,
09/01/2013,447.16,457.75,442.26,448.77,131421730.0,
09/01/2014,513.92,516.98,513.52,516.98,88948710.0,
09/01/2015,553.49,570.52,552.15,569.73,104203680.0,
09/01/2017,681.74,684.88,681.74,682.57,88221600.0,
09/01/2018,1027.14,1033.56,1017.86,1033.56,290482980.0,
09/01/2019,890.26,897.25,887.44,896.99,121796320.0,
09/01/2020,960.01,960.73,952.16,960.15,132370320.0,
09/01/2023,1058.28,1062.12,1050.95,1054.21,368655811.0,
09/01/2024,1161.71,1162.83,1155.46,1158.59,740754627.0,
09/01/2025,1250.56,1253.26,1242.9,1245.77,267483879.0,
09/01/2026,1861.02,1880.16,1853.16,1867.9,1300275020.0,
09/02/2007,1010.97,1052.86,1010.38,1030.9,7767050.0,
09/02/2009,285.55,287.83,284.29,287.57,5640640.0,
09/02/2010,487.0,488.8,482.4,482.9,21152200.0,
09/02/2011,528.7,529.2,522.5,522.6,30722510.0,
09/02/2012,412.98,414.6,409.18,411.39,41021360.0,
09/02/2015,575.14,575.14,573.55,573.55,62712850.0,
09/02/2017,700.93,702.64,700.26,700.65,138329170.0,
09/02/2018,991.09,1023.25,973.78,1003.94,199516810.0,
09/02/2021,1090.88,1114.93,1078.98,1114.93,462098700.0,
09/02/2022,1501.67,1511.72,1499.53,1505.38,722161500.0,
09/02/2023,1070.07,1075.2,1064.03,1064.03,363991072.0,
09/02/2026,1769.76,1771.73,1749.87,1754.82,726411658.0,
09/03/2007,1168.67,1168.67,1155.68,1155.68,10333970.0,
09/03/2009,246.99,247.85,246.52,247.85,8622580.0,
09/03/2010,520.9,527.3,520.1,527.3,60441560.0,
09/03/2011,474.8,475.2,466.7,470.5,25573120.0,
09/03/2012,429.2,435.27,424.43,432.11,71638930.0,
09/03/2015,594.08,596.32,587.27,588.44,90927440.0,
09/03/2016,573.47,576.32,571.48,571.71,118988380.0,
09/03/2017,715.86,718.23,714.96,715.8,185884380.0,
09/03/2018,1128.73,1135.02,1119.18,1123.41,205512360.0,
09/03/2020,875.8,875.8,834.67,835.49,273180820.0,
09/03/2021,1160.96,1166.42,1150.94,1161.97,577091500.0,
09/03/2022,1478.43,1482.86,1462.8,1473.74,864004300.0,
09/03/2023,1050.61,1060.56,1049.45,1055.95,539118977.0,
09/03/2026,1757.73,1757.73,1650.75,1652.79,1380753348.0,
09/04/2007,1041.29,1041.36,1039.98,1041.36,3918950.0,
09/04/2008,552.42,552.42,550.36,552.05,10576980.0,
09/04/2009,316.7,316.7,310.0,311.7,34216950.0,
09/04/2010,517.1,519.6,516.4,517.4,59536420.0,
09/04/2012,450.55,452.06,448.17,450.73,63077480.0,
09/04/2013,505.09,512.85,504.16,510.49,58149210.0,
09/04/2015,547.26,552.53,546.76,550.52,83461270.0,
09/04/2018,1202.44,1207.45,1197.44,1204.33,222920660.0,
09/04/2019,999.89,1000.02,987.82,988.48,152345600.0,
09/04/2020,751.08,765.87,751.08,760.33,271131720.0,
09/04/2021,1231.51,1234.98,1227.6,1231.66,638997900.0,
09/04/2024,1252.4,1262.82,1247.7,1262.82,596807326.0,
09/04/2025,1073.61,1141.35,1073.61,1094.3,1464120095.0,
09/04/2026,1750.88,1754.77,1736.3,1736.68,1063878313.0,
09/05/2007,1029.66,1029.66,1019.96,1019.96,6191240.0,
09/05/2008,499.59,500.33,499.59,500.33,2741560.0,
09/05/2011,469.0,477.5,467.8,477.5,16398710.0,
09/05/2012,488.19,490.49,485.33,487.62,109813000.0,
09/05/2013,485.44,488.57,485.2,486.22,45880290.0,
09/05/2014,522.82,542.56,522.7,542.46,115488640.0,
09/05/2016,610.92,612.97,603.85,603.85,105330980.0,
09/05/2017,718.86,722.11,716.95,722.11,208726890.0,
09/05/2018,1058.33,1069.8,1051.79,1056.97,125896530.0,
09/05/2019,950.45,953.66,944.91,947.01,114863670.0,
09/05/2022,1313.49,1314.52,1265.54,1269.62,599089800.0,
09/05/2023,1055.42,1058.71,1052.68,1053.77,494560113.0,
09/05/2024,1252.81,1256.8,1243.29,1248.64,591807969.0,
09/05/2025,1274.5,1279.61,1264.87,1267.3,696772993.0,
09/06/2008,380.23,380.23,379.12,379.12,810390.0,
09/06/2009,503.7,514.7,503.7,512.5,75303970.0,
09/06/2010,500.1,502.5,497.2,497.6,31820080.0,
09/06/2011,439.8,444.1,437.9,444.0,26247260.0,
09/06/2014,561.25,571.83,558.64,565.61,107736660.0,
09/06/2015,578.68,582.13,573.73,574.47,146632640.0,
09/06/2016,628.4,631.26,626.27,631.26,116376380.0,
09/06/2017,749.46,752.01,749.04,749.72,170501090.0,
09/06/2020,902.26,904.89,898.87,899.43,441465130.0,
09/06/2021,1323.52,1339.14,1312.08,1332.9,752808200.0,
09/06/2022,1310.35,1312.44,1300.85,1307.8,408896500.0,
09/06/2023,1103.11,1107.53,1097.23,1107.53,826887389.0,
09/06/2025,1329.66,1331.56,1309.05,1310.57,718708721.0,
09/06/2026,1799.21,1800.8,1780.71,1793.05,527110166.0,
09/07/2007,1004.39,1010.53,1004.39,1010.27,4260280.0,
09/07/2008,439.21,440.76,439.21,439.55,14981450.0,
09/07/2009,450.1,452.1,445.4,446.4,26736780.0,
09/07/2010,499.1,501.1,499.0,499.5,28816790.0,
09/07/2012,413.59,414.39,407.51,408.12,28468730.0,
09/07/2013,484.01,484.05,483.39,485.5,26299100.0,
09/07/2014,591.9,593.42,590.46,591.6,99772410.0,
09/07/2015,616.2,626.38,613.34,622.1,128611000.0,
09/07/2018,922.72,929.5,915.12,915.12,106167080.0,
09/07/2019,965.24,969.05,963.05,969.05,126456270.0,
09/07/2020,867.66,878.36,867.45,876.46,254182330.0,
09/07/2021,1374.68,1374.68,1335.9,1347.14,707063900.0,
09/07/2024,1286.33,1294.15,1283.62,1293.71,715099055.0,
09/07/2025,1421.12,1432.29,1415.46,1431.32,1433794349.0,
09/08/2007,923.15,938.21,923.15,938.21,5389890.0,
09/08/2010,482.7,482.7,472.5,472.7,39775680.0,
09/08/2011,388.78,388.82,385.76,387.7,31784690.0,
09/08/2012,424.43,428.21,424.43,426.98,37482300.0,
09/08/2013,498.88,502.04,498.88,500.62,25936720.0,
09/08/2016,629.66,637.34,629.66,637.34,87157080.0,
09/08/2017,789.15,791.57,773.66,773.66,292795000.0,
