date,open,high,low,close,volume,value
01/08/2022,1209.05,1231.35,1209.04,1231.35,643232700.0,
01/08/2023,1230.32,1234.5,1217.56,1217.56,1156851607.0,
01/08/2024,1254.59,1257.85,1222.51,1226.96,792496617.0,
01/08/2025,1506.88,1509.22,1479.98,1495.21,1383202505.0,
01/09/2009,545.1,549.6,542.4,547.7,71738760.0,
01/09/2010,456.5,458.8,451.8,458.8,44585390.0,
01/09/2011,429.49,435.29,429.31,435.29,47176370.0,
01/09/2015,565.75,569.18,561.28,562.31,85154580.0,
01/09/2016,674.19,674.72,664.77,669.19,93925040.0,
01/09/2017,784.42,789.19,782.76,788.73,137914410.0,
01/09/2020,882.15,892.51,880.79,891.73,274394650.0,
01/09/2021,1331.47,1338.02,1328.13,1334.65,667074200.0,
01/10/2007,1072.72,1084.39,1072.72,1084.39,15073240.0,
01/10/2008,463.26,464.2,448.03,454.41,19062030.0,
01/10/2009,581.8,581.8,569.0,569.0,63138620.0,
01/10/2010,454.4,455.5,451.7,451.7,27901710.0,
01/10/2012,391.74,391.86,386.42,386.55,27156800.0,
01/10/2013,491.92,496.59,491.34,492.24,98030960.0,
01/10/2014,603.5,611.74,603.44,609.27,168682480.0,
01/10/2015,563.39,565.63,563.23,563.54,59579580.0,
01/10/2018,1020.11,1023.87,1012.88,1012.88,225044930.0,
01/10/2019,997.87,999.72,996.2,999.59,141547280.0,
01/10/2020,910.13,914.09,909.13,914.09,317058100.0,
01/10/2021,1342.06,1344.06,1332.97,1334.89,586980600.0,
01/10/2024,1290.68,1302.22,1290.68,1292.2,833023683.0,
01/10/2025,1664.95,1671.07,1658.75,1665.05,721205372.0,
01/11/2007,1074.46,1075.92,1074.46,1075.92,10153640.0,
01/11/2010,451.8,451.9,449.8,451.1,18022230.0,
01/11/2011,418.77,419.16,412.6,413.82,27176620.0,
01/11/2012,388.1,389.74,387.95,387.95,23091350.0,
01/11/2013,499.27,499.27,496.93,497.08,38485380.0,
01/11/2016,675.13,676.6,672.33,676.6,103689100.0,
01/11/2017,838.75,842.88,837.28,842.71,154993610.0,
01/11/2018,915.52,918.84,888.69,907.96,121693330.0,
01/11/2019,998.82,1015.88,998.82,1015.59,200048280.0,
01/11/2021,1444.27,1451.81,1435.57,1438.97,1052909000.0,
01/11/2022,1034.77,1043.53,1027.39,1033.75,529853499.0,
01/11/2023,1029.0,1039.66,1020.01,1039.66,539972091.0,
01/11/2024,1262.39,1264.67,1254.33,1254.89,497670931.0,
01/12/2008,313.33,317.37,310.03,314.71,10201510.0,
01/12/2009,513.4,518.3,512.2,514.9,39262100.0,
01/12/2010,451.0,453.6,448.1,449.9,45498940.0,
01/12/2011,380.47,382.87,377.03,380.1,17643450.0,
01/12/2014,566.22,571.69,565.09,568.01,108033330.0,
01/12/2015,573.39,577.58,570.41,570.41,105037670.0,
01/12/2016,670.69,670.76,666.54,666.54,107595380.0,
01/12/2017,952.76,960.33,949.93,960.33,204845390.0,
01/12/2020,988.71,1008.87,988.71,1008.87,506748910.0,
01/12/2021,1478.44,1487.68,1471.3,1485.19,813267800.0,
01/12/2022,1057.97,1066.28,1035.62,1036.28,1187911811.0,
01/12/2023,1099.18,1102.2,1090.08,1102.16,518711253.0,
01/12/2025,1698.98,1713.77,1697.38,1701.67,633506422.0,
02/01/2008,925.66,925.66,921.07,921.07,4609610.0,
02/01/2009,312.49,313.34,312.18,313.34,5305000.0,
02/01/2013,415.5,419.05,414.41,418.35,60311180.0,
02/01/2014,505.61,506.71,503.04,504.51,54996230.0,
02/01/2018,986.05,996.18,984.24,995.77,173125210.0,
02/01/2019,903.79,906.63,891.1,891.75,91857070.0,
02/01/2020,960.26,966.67,959.67,966.67,131579530.0,
02/01/2024,1136.39,1139.71,1128.69,1131.72,723494585.0,
02/01/2025,1268.96,1271.13,1263.25,1269.71,328258670.0,
02/02/2007,1074.55,1074.55,1074.55,1074.55,6926140.0,
02/02/2009,301.12,301.29,297.52,297.52,4648400.0,
02/02/2010,489.6,490.9,486.2,487.9,24044320.0,
02/02/2012,393.89,401.61,393.82,401.61,39209510.0,
02/02/2015,576.07,579.73,570.37,570.37,66840420.0,
02/02/2016,537.71,542.26,535.38,536.45,81857900.0,
02/02/2017,699.91,703.2,697.71,703.18,82117060.0,
02/02/2018,1098.66,1105.04,1091.1,1105.04,172601930.0,
02/02/2021,1036.95,1075.53,1029.36,1075.53,529632600.0,
02/02/2023,1079.69,1083.36,1070.81,1077.59,567704887.0,
02/02/2024,1173.93,1178.27,1169.7,1172.55,734972309.0,
02/02/2026,1824.1,1827.91,1777.85,1806.5,973917373.0,
02/03/2007,1130.62,1147.66,1130.62,1147.66,9776000.0,
02/03/2009,244.23,247.74,244.23,247.66,7240370.0,
02/03/2010,504.0,505.6,500.1,501.0,34862300.0,
02/03/2011,464.3,466.3,453.3,457.8,44009210.0,
02/03/2012,432.32,439.6,431.79,439.6,74979590.0,
02/03/2015,591.75,593.72,588.59,590.73,76507740.0,
02/03/2016,564.85,570.18,562.97,570.18,140295650.0,
02/03/2017,712.68,713.53,707.51,707.51,164954330.0,
02/03/2018,1103.16,1121.91,1103.16,1121.21,188043270.0,
02/03/2020,878.43,886.45,877.31,884.43,173927240.0,
02/03/2021,1196.16,1196.16,1181.99,1186.61,513786800.0,
02/03/2022,1499.37,1500.41,1479.55,1485.52,870952300.0,
02/03/2023,1039.0,1043.8,1033.07,1037.61,306963389.0,
02/03/2026,1876.01,1885.18,1844.25,1846.1,1548149985.0,
02/04/2007,1059.18,1071.33,1055.1,1055.1,5949940.0,
02/04/2008,524.38,525.11,524.38,525.11,851670.0,
02/04/2009,294.0,297.3,292.4,297.3,28572200.0,
02/04/2010,510.4,513.0,508.5,510.5,39486490.0,
02/04/2013,507.26,514.1,507.22,509.43,66367870.0,
02/04/2014,584.99,586.5,574.4,581.67,142309840.0,
02/04/2015,540.54,546.85,536.87,546.85,85076890.0,
02/04/2018,1180.26,1196.61,1174.46,1196.61,221037550.0,
02/04/2019,994.87,996.41,985.48,985.81,139423310.0,
02/04/2021,1225.76,1228.29,1221.07,1224.45,590027100.0,
02/04/2024,1276.38,1287.04,1268.48,1287.04,956070829.0,
02/04/2025,1321.53,1324.46,1317.68,1317.83,668744030.0,
02/04/2026,1706.15,1706.15,1684.47,1694.82,888151216.0,
02/05/2007,933.3,935.48,933.3,935.48,4488900.0,
02/05/2012,476.02,478.44,471.07,472.46,114881780.0,
02/05/2013,474.54,476.42,472.16,473.02,20465090.0,
02/05/2018,1053.26,1053.52,1024.75,1029.08,151711850.0,
02/05/2019,978.81,979.93,975.51,978.5,123917210.0,
02/05/2024,1212.13,1216.36,1206.28,1216.36,467466790.0,
02/06/2008,408.2,408.2,407.36,407.94,1145720.0,
02/06/2009,436.0,446.1,436.0,440.6,50497500.0,
02/06/2010,505.2,511.1,504.8,510.7,37571380.0,
02/06/2011,446.7,450.6,446.0,450.6,31454970.0,
02/06/2014,560.29,563.12,554.44,556.8,78700670.0,
02/06/2015,575.7,581.24,570.31,570.31,120805280.0,
02/06/2016,619.19,624.52,618.38,623.37,121873950.0,
02/06/2017,741.48,742.11,736.09,738.81,158389700.0,
02/06/2020,879.23,882.73,874.53,874.8,442308030.0,
02/06/2021,1337.78,1344.98,1330.82,1340.78,743586200.0,
02/06/2022,1300.58,1302.66,1283.32,1288.62,493377500.0,
02/06/2023,1084.19,1092.24,1083.36,1090.84,949003221.0,
02/06/2025,1330.71,1336.33,1322.95,1336.3,860775405.0,
02/06/2026,1845.32,1858.76,1822.32,1826.47,727018675.0,
02/07/2007,1015.71,1024.68,994.17,994.17,5893490.0,
02/07/2008,417.78,420.04,417.78,419.29,14036210.0,
02/07/2009,427.9,436.9,422.4,433.8,40024850.0,
02/07/2010,505.2,505.6,502.5,503.7,37498110.0,
02/07/2012,421.94,424.95,418.18,419.3,29566340.0,
02/07/2013,480.72,490.14,480.72,489.84,32480660.0,
02/07/2014,578.79,581.89,576.88,578.8,107018060.0,
02/07/2015,591.5,605.7,590.52,605.7,117495710.0,
02/07/2018,955.18,960.78,932.66,947.15,142222740.0,
02/07/2019,964.77,966.76,959.8,961.98,107519450.0,
02/07/2020,845.66,845.66,838.48,842.38,187693160.0,
02/07/2021,1422.89,1424.28,1415.82,1420.27,640414600.0,
02/07/2024,1258.87,1270.47,1257.93,1269.79,441202337.0,
02/07/2025,1377.26,1384.72,1372.27,1384.59,850174592.0,
02/08/2007,926.67,926.67,911.18,911.18,5369490.0,
02/08/2010,494.8,495.3,491.3,491.6,34171500.0,
02/08/2011,398.92,400.11,396.23,396.55,19056510.0,
02/08/2012,414.23,417.96,414.23,416.1,18712110.0,
02/08/2013,494.61,495.71,493.02,494.66,24490540.0,
02/08/2016,643.2,643.2,633.33,636.05,136282920.0,
02/08/2017,782.41,788.23,779.96,786.23,194673150.0,
02/08/2018,952.75,953.55,942.39,953.55,197722680.0,
02/08/2019,987.55,997.39,985.69,991.1,144127640.0,
02/08/2021,1310.05,1322.35,1304.49,1314.22,578784400.0,
02/08/2022,1230.31,1241.91,1224.11,1241.62,701766800.0,
02/08/2023,1217.17,1223.04,1213.18,1220.43,813384734.0,
02/08/2024,1215.67,1236.6,1209.77,1236.6,611459171.0,
02/10/2007,1096.97,1099.48,1092.3,1099.48,17838060.0,
02/10/2008,466.11,466.93,454.17,460.25,14387810.0,
02/10/2009,553.0,556.2,544.3,549.7,75683670.0,
02/10/2012,386.78,387.62,384.2,384.32,25540110.0,
02/10/2013,492.58,496.86,492.58,494.39,75217440.0,
02/10/2014,612.43,614.8,607.57,612.66,165970840.0,
02/10/2015,563.33,565.01,561.73,564.15,55193470.0,
02/10/2017,805.29,808.09,801.7,802.23,101196300.0,
02/10/2018,1014.26,1021.51,1012.88,1018.79,203932870.0,
02/10/2019,999.18,1000.93,989.63,991.19,155632190.0,
02/10/2020,914.09,916.67,897.72,909.91,483638030.0,
02/10/2023,1155.07,1161.48,1149.63,1155.25,432841811.0,
02/10/2024,1289.65,1293.69,1285.14,1287.84,615948736.0,
02/10/2025,1668.04,1679.73,1650.87,1652.71,781183333.0,
02/11/2007,1074.68,1074.68,1066.63,1066.63,10288630.0,
02/11/2009,565.9,565.9,560.0,561.7,59125540.0,
02/11/2010,448.6,448.9,445.6,446.3,23189030.0,
02/11/2011,410.02,412.06,407.07,407.79,24418500.0,
02/11/2012,378.74,380.33,374.98,375.26,51024090.0,
02/11/2015,607.93,610.17,601.99,602.76,112292820.0,
02/11/2016,675.68,678.14,671.4,671.4,128035040.0,
02/11/2017,842.19,849.53,833.09,833.09,174440020.0,
02/11/2018,911.35,927.62,888.69,924.86,209087970.0,
02/11/2020,926.09,933.68,924.14,933.68,260733400.0,
02/11/2021,1438.97,1452.46,1438.83,1452.46,942151100.0,
02/11/2022,1033.51,1034.73,1018.64,1023.19,440707791.0,
02/11/2023,1048.62,1075.47,1045.14,1075.47,667009654.0,
02/12/2008,305.95,307.93,305.87,307.45,7970740.0,
02/12/2009,507.5,514.8,499.1,499.1,51565700.0,
02/12/2010,450.1,457.4,448.2,457.4,60631830.0,
02/12/2011,380.92,383.88,380.36,383.88,19808870.0,
02/12/2013,508.71,509.48,507.1,508.53,75143330.0,
02/12/2014,570.44,570.79,568.55,569.43,95251130.0,
02/12/2015,571.01,577.03,571.01,574.42,95044360.0,
02/12/2016,667.26,667.39,662.09,665.14,106687860.0,
02/12/2019,971.42,972.91,958.3,959.31,180421680.0,
02/12/2020,1008.77,1015.86,1007.91,1014.32,452902730.0,
02/12/2021,1485.19,1493.84,1482.05,1482.05,721589500.0,
02/12/2022,1032.67,1080.01,1030.81,1080.01,971782887.0,
02/12/2024,1255.73,1258.05,1247.74,1251.21,352806149.0,
02/12/2025,1704.84,1719.03,1690.36,1717.06,693931904.0,
03/01/2008,913.56,913.56,908.25,908.25,4908460.0,
03/01/2012,351.37,354.02,349.31,350.0,13737030.0,
03/01/2013,420.68,420.68,413.68,419.27,96108870.0,
03/01/2014,504.41,506.19,503.94,505.37,50118840.0,
03/01/2017,665.92,672.34,665.43,672.01,79722650.0,
03/01/2018,999.86,1010.21,995.77,1005.67,212755670.0,
03/01/2019,889.78,892.21,872.12,878.22,135125060.0,
03/01/2020,968.72,970.88,965.14,965.14,149095370.0,
03/01/2023,1011.39,1043.9,1011.38,1043.9,495370447.0,
03/01/2024,1130.53,1144.17,1128.32,1144.17,614573860.0,
03/01/2025,1268.74,1269.01,1254.59,1254.59,463010830.0,
03/02/2009,291.6,292.18,288.69,288.69,8010140.0,
03/02/2010,490.3,495.9,490.1,495.5,24485310.0,
03/02/2012,408.95,411.38,401.74,401.74,55293290.0,
03/02/2015,572.56,574.83,557.47,557.47,93996200.0,
03/02/2016,531.11,539.07,530.23,539.07,72488010.0,
03/02/2017,704.69,708.1,700.09,700.35,119246940.0,
03/02/2020,916.6,930.37,891.85,928.14,246408370.0,
03/02/2021,1084.87,1113.24,1082.95,1111.29,609128600.0,
03/02/2023,1078.8,1081.89,1070.46,1077.15,487967451.0,
03/02/2025,1259.09,1259.09,1249.78,1253.03,462591784.0,
03/02/2026,1807.09,1827.22,1805.22,1813.4,985977888.0,
03/03/2008,646.08,646.08,635.24,635.24,10054960.0,
03/03/2009,241.79,242.51,240.96,241.46,8790690.0,
03/03/2010,505.0,507.3,502.0,507.3,36152370.0,
03/03/2011,449.8,457.1,449.8,452.3,28284590.0,
03/03/2014,586.46,587.11,573.37,573.38,141965580.0,
03/03/2015,590.42,597.45,590.42,596.72,108805820.0,
03/03/2016,573.06,573.88,569.39,570.39,121565340.0,
03/03/2017,708.23,712.62,705.83,712.62,163479620.0,
03/03/2020,895.39,896.39,890.06,890.61,176373200.0,
03/03/2021,1184.73,1189.18,1180.25,1186.95,565135800.0,
03/03/2022,1492.48,1505.0,1487.69,1505.0,858871000.0,
03/03/2023,1038.1,1041.82,1022.78,1024.77,370374610.0,
03/03/2025,1306.97,1309.77,1304.3,1309.37,748242113.0,
03/03/2026,1854.28,1854.28,1808.55,1813.14,1303657670.0,
03/04/2007,1030.92,1055.1,1027.43,1027.53,4671050.0,
03/04/2008,528.46,529.23,528.46,529.23,868210.0,
03/04/2009,306.6,310.3,306.6,310.3,38327280.0,
03/04/2012,440.95,446.14,440.23,445.77,54047250.0,
03/04/2013,507.31,511.35,502.38,505.93,54225370.0,
03/04/2014,584.68,590.91,582.83,589.44,99127880.0,
03/04/2015,548.69,550.3,544.22,547.85,69546330.0,
03/04/2017,723.02,724.37,721.58,722.38,177623170.0,
03/04/2018,1197.0,1199.93,1185.83,1188.29,217626820.0,
03/04/2019,984.74,985.81,980.3,984.46,128758900.0,
03/04/2020,687.92,701.8,687.92,701.8,197918250.0,
03/04/2023,1074.69,1079.28,1071.62,1079.28,761882248.0,
03/04/2024,1285.3,1288.99,1271.47,1271.47,947216586.0,
03/04/2025,1272.87,1277.9,1229.41,1229.84,1594166624.0,
03/04/2026,1700.14,1713.95,1679.79,1684.04,772311754.0,
03/05/2007,939.02,941.03,937.46,937.46,3681410.0,
03/05/2012,470.54,473.07,465.0,468.8,100543120.0,
03/05/2013,471.16,475.24,470.81,475.24,24532200.0,
03/05/2017,718.7,719.54,716.66,719.54,169302120.0,
03/05/2018,1018.47,1029.08,1003.79,1026.46,170959320.0,
03/05/2019,976.77,978.5,971.75,974.14,127740220.0,
03/05/2024,1222.54,1225.75,1218.33,1221.03,524649967.0,
03/06/2008,402.39,402.39,401.2,401.2,1056560.0,
03/06/2009,443.2,447.3,442.6,444.8,55648910.0,
03/06/2010,516.2,516.2,511.2,511.2,44546290.0,
03/06/2011,461.9,461.9,436.5,443.4,44203980.0,
03/06/2013,518.3,521.35,516.64,517.03,72365040.0,
03/06/2014,557.34,560.62,554.96,558.76,53295920.0,
03/06/2015,570.55,573.91,567.81,567.9,120677080.0,
03/06/2016,623.21,625.19,621.62,621.88,118639060.0,
03/06/2019,953.58,959.88,940.28,946.47,141641430.0,
03/06/2020,876.73,881.17,874.01,881.17,320477690.0,
03/06/2021,1345.21,1366.0,1345.21,1364.28,842889800.0,
03/06/2022,1284.62,1292.78,1276.37,1287.98,406823300.0,
03/06/2024,1271.65,1284.48,1271.65,1280.0,881259000.0,
03/06/2025,1341.31,1350.89,1336.3,1347.25,1035220959.0,
03/06/2026,1824.18,1831.65,1798.05,1819.01,722920164.0,
03/07/2007,976.11,994.17,975.4,977.3,6377760.0,
03/07/2008,428.8,430.13,428.8,430.05,8569160.0,
03/07/2009,425.1,435.4,425.1,435.4,26028070.0,
03/07/2012,416.47,417.21,411.86,413.09,39604310.0,
03/07/2013,489.81,492.93,487.11,487.35,36474440.0,
03/07/2014,583.29,585.02,580.55,585.02,127121960.0,
03/07/2015,608.82,617.96,608.82,616.43,154568920.0,
03/07/2017,777.2,780.01,775.53,778.88,184646110.0,
03/07/2018,945.87,947.15,906.01,906.01,161389340.0,
03/07/2019,960.44,961.98,956.91,960.39,113731280.0,
03/07/2020,845.26,848.16,843.25,847.61,169175010.0,
03/07/2023,1125.55,1128.35,1121.17,1125.5,482330417.0,
03/07/2024,1273.26,1278.14,1268.23,1276.85,469162184.0,
03/07/2025,1381.64,1392.39,1377.06,1381.96,1316396602.0,
03/08/2007,895.22,895.22,892.88,892.88,4349280.0,
03/08/2009,466.8,473.3,465.4,467.9,34133370.0,
03/08/2010,493.4,496.5,491.9,491.9,38497170.0,
03/08/2011,393.6,394.15,388.79,391.47,21451520.0,
03/08/2012,417.63,419.26,417.09,418.21,21684750.0,
03/08/2015,617.12,617.12,605.63,609.47,120074910.0,
03/08/2016,632.98,634.75,627.66,631.61,87450230.0,
03/08/2017,786.23,790.82,786.19,788.49,195378820.0,
03/08/2018,957.92,966.1,953.55,959.6,166126830.0,
03/08/2020,796.86,814.84,796.47,814.65,234882030.0,
03/08/2021,1314.22,1332.44,1314.22,1332.44,607397800.0,
03/08/2022,1233.84,1250.2,1232.41,1249.76,668682400.0,
03/08/2023,1219.73,1222.35,1209.06,1210.95,935942395.0,
03/09/2008,552.6,559.34,552.6,555.14,16578090.0,
03/09/2009,541.0,548.4,539.5,540.8,67326860.0,
03/09/2013,473.83,477.08,470.26,472.17,24864290.0,
03/09/2014,641.01,644.56,638.95,640.75,188155710.0,
03/09/2015,559.32,561.43,551.47,554.3,88639140.0,
03/09/2019,984.79,985.21,978.62,979.36,126148070.0,
03/09/2020,898.25,904.32,896.26,903.97,311653630.0,
03/09/2025,1682.11,1685.73,1670.39,1681.3,1305793226.0,
03/10/2007,1099.34,1106.6,1099.23,1106.6,15012190.0,
03/10/2008,449.44,456.56,449.44,452.14,10179090.0,
03/10/2011,426.43,428.28,422.12,422.12,26605920.0,
03/10/2012,385.61,387.6,383.07,385.37,26431310.0,
03/10/2013,495.0,495.0,491.59,492.3,61651890.0,
03/10/2014,613.38,615.42,610.55,611.55,170475580.0,
03/10/2016,687.68,687.98,681.99,683.05,108519140.0,
03/10/2017,803.98,804.39,795.05,798.0,148218410.0,
03/10/2018,1021.08,1024.59,1016.47,1020.4,160155660.0,
03/10/2019,985.65,992.45,983.35,992.45,156298020.0,
03/10/2022,1124.46,1126.46,1079.86,1086.44,467842505.0,
03/10/2023,1145.85,1146.59,1117.28,1118.1,879751841.0,
03/10/2024,1288.45,1299.36,1276.51,1278.1,929324954.0,
03/10/2025,1651.39,1654.6,1638.08,1645.82,860615053.0,
03/11/2008,347.73,351.1,343.74,348.64,15488880.0,
03/11/2009,557.1,557.1,539.5,539.7,60889670.0,
03/11/2010,445.3,445.8,442.3,444.2,22703120.0,
03/11/2011,408.18,410.48,405.72,408.44,21944380.0,
03/11/2014,603.44,606.94,602.51,603.15,109836450.0,
03/11/2015,605.32,611.71,600.46,611.71,103782570.0,
03/11/2016,668.66,668.66,661.86,667.63,114649680.0,
03/11/2017,833.16,843.73,831.58,843.73,149701990.0,
03/11/2020,936.73,937.57,932.18,935.41,281735400.0,
03/11/2021,1452.46,1463.63,1440.67,1444.3,1412338600.0,
03/11/2022,1011.41,1023.95,1010.65,1019.81,374895655.0,
03/11/2023,1081.35,1082.23,1071.11,1076.78,649923945.0,
03/11/2025,1644.56,1652.48,1617.0,1617.0,1012509465.0,
03/12/2007,977.86,987.96,977.86,987.96,8309560.0,
03/12/2008,307.9,308.12,304.28,306.22,8050370.0,
03/12/2009,494.6,502.1,485.6,494.8,40216680.0,
03/12/2010,462.3,467.2,462.3,464.4,68016080.0,
03/12/2012,377.94,379.27,375.78,379.27,17188480.0,
03/12/2013,508.13,512.33,508.13,511.62,121874670.0,
03/12/2014,570.48,575.95,570.44,574.88,111414110.0,
03/12/2015,574.04,576.84,573.2,574.38,72157320.0,
03/12/2018,937.7,951.59,926.54,951.59,158946860.0,
03/12/2019,957.4,960.82,950.96,953.43,176408390.0,
03/12/2020,1016.73,1020.35,1014.06,1019.8,470284130.0,
03/12/2021,1482.05,1491.2,1443.32,1443.32,998875400.0,
03/12/2024,1251.43,1253.83,1244.91,1249.83,439728204.0,
03/12/2025,1725.9,1741.65,1714.9,1731.77,822614056.0,
04/01/2008,904.83,904.83,903.09,903.09,4474040.0,
04/01/2010,501.7,517.1,501.7,517.1,42051600.0,
04/01/2011,485.7,487.8,481.7,486.0,27702590.0,
04/01/2012,349.22,349.92,348.24,348.84,19643360.0,
04/01/2013,418.75,426.48,417.5,426.06,62614690.0,
04/01/2016,579.03,579.97,573.15,574.41,95930580.0,
04/01/2017,672.58,675.93,672.21,674.7,92285170.0,
04/01/2018,1009.37,1019.75,1005.67,1019.75,235427380.0,
04/01/2019,872.69,881.48,861.85,880.9,117664070.0,
04/01/2021,1113.77,1126.43,1113.59,1120.47,670280100.0,
04/01/2022,1508.55,1526.69,1507.19,1525.58,790467000.0,
04/01/2023,1048.31,1052.6,1041.56,1046.35,546100135.0,
04/01/2024,1145.49,1160.08,1144.32,1150.72,1071028753.0,
04/02/2009,286.83,290.99,286.11,286.11,5568690.0,
04/02/2010,496.3,504.4,496.0,503.8,34272400.0,
04/02/2013,486.74,488.96,482.38,482.38,50205730.0,
04/02/2015,556.93,561.69,553.21,561.45,90940000.0,
04/02/2016,542.91,545.17,541.66,542.15,58991600.0,
04/02/2020,929.42,934.91,919.33,929.09,178000400.0,
04/02/2021,1112.97,1117.88,1098.85,1112.19,449954100.0,
04/02/2025,1256.91,1264.68,1255.44,1264.68,541783695.0,
04/02/2026,1813.87,1813.87,1780.71,1791.43,1053888972.0,
04/03/2008,608.05,608.88,606.71,608.88,7424830.0,
04/03/2009,243.07,245.37,242.92,244.36,7625520.0,
04/03/2010,510.9,516.8,510.9,511.9,47852720.0,
04/03/2011,454.7,459.2,452.6,459.2,25978170.0,
04/03/2013,477.15,479.06,468.74,468.74,64774600.0,
04/03/2014,563.9,572.28,563.9,569.97,122493930.0,
04/03/2015,598.49,600.69,595.34,600.39,115432610.0,
04/03/2016,570.18,576.02,568.83,573.65,131099670.0,
04/03/2019,983.5,994.46,979.63,993.99,209754090.0,
04/03/2020,887.85,889.85,882.83,889.37,195439390.0,
