date,ticker,sector,fwd_ret,sector_neutral_ret,q0_np_yoy
2025-01-09,CTI,Construction & Materials,0.34594594594594597,0.22032008448592771,5.256852070774172
2025-01-09,DC4,Construction & Materials,0.20353982300884943,0.07791396154883118,7.5985660433409725
2025-01-09,HQC,Real Estate,0.2954545454545454,-0.033381593700464174,8.30817281491424
2025-01-09,HVH,Personal & Household Goods,0.49894067796610186,0.4498940545376392,6.419577248385372
2025-01-09,KBC,Real Estate,0.005300353356890497,-0.3235357857981191,40.48197600475025
2025-01-09,LPB,Banks,0.130718954248366,0.00907037295889819,1.3475660975978245
2025-01-09,MSH,Personal & Household Goods,-0.2403258655804481,-0.28937248900891077,1.5419762028318493
2025-01-09,NKG,Basic Resources,0.047272727272727355,-0.05464382027489707,1.7409049705510478
2025-01-09,NT2,Utilities,-0.02137767220902609,-0.10617829323497281,1.357969232034962
2025-01-09,ORS,Financial Services,-0.21532846715328469,-0.4038340578528441,1.2326325556731308
2025-01-09,POW,Utilities,0.17521367521367526,0.09041305418772853,3.7950307483223673
2025-02-13,D2D,Real Estate,0.0672268907563025,-0.3634321920680625,1.4866065251041383
2025-02-13,HQC,Real Estate,0.27243589743589736,-0.15822318538846764,8.30817281491424
2025-02-13,HVH,Personal & Household Goods,0.4693218514531756,0.3795440371562622,6.419577248385372
2025-03-13,CRE,Real Estate,0.5466101694915253,0.23557876768197145,173.95155391116782
2025-03-13,D2D,Real Estate,-0.05343511450381666,-0.3644665163133705,1.4866065251041383
2025-03-13,DBC,Food & Beverage,-0.034596375617792496,-0.4113198498052454,24.04642343269801
2025-03-13,DC4,Construction & Materials,-0.039215686274509776,-0.2916987145581116,7.5985660433409725
2025-03-13,DXS,Real Estate,0.8230563002680964,0.5120248984585425,9.202539376364006
2025-03-13,HQC,Real Estate,0.16923076923076907,-0.14180063257878478,8.30817281491424
2025-03-13,HVH,Personal & Household Goods,0.42172523961661335,0.3954027612859399,6.419577248385372
2025-03-13,MWG,Retail,0.29268292682926833,0.24672600708063908,19.654774604846352
2025-03-13,NVL,Real Estate,0.5048076923076923,0.19377629049813844,17.29760958774119
2025-04-11,CDC,Construction & Materials,0.6302083333333335,0.2814700965707214,1.1303395205523548
2025-04-11,CTF,Retail,0.009756097560975618,-0.22309634103808598,5.102877120059599
2025-04-11,D2D,Real Estate,-0.0864197530864198,-0.5409552438939839,2.8719304487633486
2025-04-11,DLG,Personal & Household Goods,0.3725490196078429,0.29998096175659683,1.7286576406400307
