date,open,high,low,close,volume
2026-01-15,25.0,25.0,25.0,25.0,2800
2026-01-16,27.0,27.0,27.0,27.0,700
2026-01-19,27.0,27.0,26.0,26.0,1700
2026-01-20,25.0,25.0,25.0,25.0,500
