date,open,high,low,close,volume,foreign_buy_vol,foreign_sell_vol,foreign_buy_val,foreign_sell_val,buy_vol_1,sell_vol_1,sell_pressure
2026-01-28,24.9,24.9,24.8,24.9,6800.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0
