date,open,high,low,close,volume
2025-10-30,16.8,16.8,16.8,16.8,100
2025-11-10,18.8,19.3,18.8,19.3,300
2025-11-11,21.8,21.8,21.8,21.8,100
2025-11-12,21.8,21.8,21.8,21.8,100
2025-11-13,24.0,24.0,24.0,24.0,200
2025-11-17,27.6,27.6,27.6,27.6,100
2025-11-27,25.0,25.0,25.0,25.0,100
2025-12-04,25.0,25.0,25.0,25.0,400
2026-01-07,22.0,22.0,22.0,22.0,200
