time,open,high,low,close,volume,value
2014-06-24 01:00:00,5.9,6.1,5.8,6.0,1338470,8030820.0
2014-06-25 01:00:00,6.0,6.2,6.0,6.0,660150,3960900.0
2014-06-26 01:00:00,6.1,6.2,6.0,6.1,1246370,7602857.0
2014-06-27 01:00:00,6.1,6.1,5.9,6.0,1710600,10263600.0
2014-06-30 01:00:00,6.0,6.1,6.0,6.0,1036730,6220380.0
2014-07-01 01:00:00,6.0,6.1,6.0,6.0,1004550,6027300.0
2014-07-02 01:00:00,6.1,6.3,6.0,6.2,1597900,9906980.0
2014-07-03 01:00:00,6.2,6.5,6.2,6.4,2972080,19021312.0
2014-07-04 01:00:00,6.4,6.5,6.2,6.4,1603430,10261952.0
2014-07-07 01:00:00,6.3,6.5,6.3,6.3,1602540,10096002.0
2014-07-08 01:00:00,6.2,6.4,6.2,6.3,1645060,10363878.0
2014-07-09 01:00:00,6.3,6.4,6.2,6.4,1771220,11335808.0
2014-07-10 01:00:00,6.3,6.4,6.1,6.2,1974490,12241838.0
2014-07-11 01:00:00,6.2,6.3,6.1,6.2,1355910,8406642.0
2014-07-14 01:00:00,6.2,6.2,6.1,6.1,764340,4662474.0
2014-07-15 01:00:00,6.1,6.4,6.1,6.3,2316350,14593005.0
2014-07-16 01:00:00,6.4,6.5,6.3,6.3,3032740,19106262.0
2014-07-17 01:00:00,6.3,6.4,6.2,6.3,1141790,7193277.0
2014-07-18 01:00:00,6.3,6.3,6.2,6.3,650110,4095693.0
2014-07-21 01:00:00,6.2,6.3,6.0,6.0,1149480,6896880.0
2014-07-22 01:00:00,6.1,6.2,6.1,6.1,1235780,7538258.0
2014-07-23 01:00:00,6.2,6.2,6.0,6.1,922910,5629751.0
2014-07-24 01:00:00,6.0,6.1,6.0,6.0,706680,4240080.0
2014-07-25 01:00:00,6.1,6.1,5.7,5.7,1384750,7893075.0
2014-07-28 01:00:00,5.7,5.7,5.4,5.5,1555690,8556295.0
2014-07-29 01:00:00,5.5,5.7,5.5,5.7,792060,4514742.0
2014-07-30 01:00:00,5.6,5.7,5.5,5.6,742330,4157047.9999999995
2014-07-31 01:00:00,5.6,5.8,5.6,5.7,678780,3869046.0
2014-08-01 01:00:00,5.7,5.7,5.5,5.5,450200,2476100.0
2014-08-04 01:00:00,5.6,5.8,5.6,5.6,536750,3005800.0
2014-08-05 01:00:00,5.6,5.8,5.6,5.8,937570,5437906.0
2014-08-06 01:00:00,5.8,5.8,5.7,5.7,594030,3385971.0
2014-08-07 01:00:00,5.6,5.8,5.6,5.8,747270,4334166.0
2014-08-08 01:00:00,5.8,5.8,5.6,5.8,786300,4560540.0
2014-08-11 01:00:00,5.8,5.8,5.7,5.7,480290,2737653.0
2014-08-12 01:00:00,5.7,5.7,5.5,5.6,1350360,7562015.999999999
2014-08-13 01:00:00,5.6,5.8,5.5,5.7,882640,5031048.0
2014-08-14 01:00:00,5.7,5.8,5.6,5.6,637980,3572688.0
2014-08-15 01:00:00,5.6,5.7,5.6,5.7,339220,1933554.0
2014-08-18 01:00:00,5.7,5.8,5.6,5.7,1062350,6055395.0
2014-08-19 01:00:00,5.8,6.0,5.7,5.9,2962240,17477216.0
2014-08-20 01:00:00,5.9,5.9,5.7,5.8,367750,2132950.0
2014-08-21 01:00:00,5.8,5.9,5.8,5.8,651230,3777134.0
2014-08-22 01:00:00,5.8,5.9,5.8,5.8,959250,5563650.0
2014-08-25 01:00:00,5.8,6.0,5.8,5.9,1395590,8233981.000000001
2014-08-26 01:00:00,5.9,6.0,5.8,5.8,1000240,5801392.0
2014-08-27 01:00:00,5.8,5.9,5.7,5.9,1350660,7968894.000000001
2014-08-28 01:00:00,5.9,6.0,5.8,5.9,1962270,11577393.0
2014-08-29 01:00:00,6.3,6.3,6.3,6.3,1515380,9546894.0
2014-09-03 01:00:00,6.7,6.7,6.6,6.7,3858200,25849940.0
2014-09-04 01:00:00,6.7,7.0,6.5,6.6,4428600,29228760.0
2014-09-05 01:00:00,6.6,6.7,6.5,6.6,2105100,13893660.0
2014-09-08 01:00:00,6.7,6.9,6.6,6.6,2852060,18823596.0
2014-09-09 01:00:00,6.6,6.6,6.2,6.2,2952820,18307484.0
2014-09-10 01:00:00,6.1,6.2,5.9,6.1,1517530,9256933.0
2014-09-11 01:00:00,6.2,6.4,6.1,6.3,1541270,9710001.0
2014-09-12 01:00:00,6.3,6.5,6.2,6.4,1188140,7604096.0
2014-09-15 01:00:00,6.4,6.5,6.2,6.3,1726580,10877454.0
2014-09-16 01:00:00,6.2,6.2,6.1,6.2,1405250,8712550.0
2014-09-17 01:00:00,6.3,6.3,6.1,6.1,1542950,9411995.0
2014-09-18 01:00:00,6.2,6.3,6.0,6.0,1783730,10702380.0
2014-09-19 01:00:00,6.1,6.1,5.9,6.0,618980,3713880.0
2014-09-22 01:00:00,6.0,6.1,5.9,5.9,584780,3450202.0
2014-09-23 01:00:00,5.8,6.0,5.8,5.9,1028460,6067914.0
2014-09-24 01:00:00,5.9,6.2,5.9,6.0,1776550,10659300.0
2014-09-25 01:00:00,6.1,6.2,5.9,6.2,1030040,6386248.0
2014-09-26 01:00:00,6.2,6.2,6.0,6.0,1014990,6089940.0
2014-09-29 01:00:00,6.0,6.1,6.0,6.0,796250,4777500.0
2014-09-30 01:00:00,6.0,6.1,5.9,5.9,930500,5489950.0
2014-10-01 01:00:00,6.2,6.3,6.1,6.3,2657980,16745274.0
2014-10-02 01:00:00,6.4,6.4,6.2,6.2,1254220,7776164.0
2014-10-03 01:00:00,6.2,6.3,6.2,6.2,1161570,7201734.0
2014-10-06 01:00:00,6.2,6.5,6.2,6.4,2099620,13437568.0
2014-10-07 01:00:00,6.5,6.8,6.5,6.7,2762680,18509956.0
2014-10-08 01:00:00,6.7,6.8,6.6,6.7,2712860,18176162.0
2014-10-09 01:00:00,6.8,6.9,6.5,6.5,2105960,13688740.0
2014-10-10 01:00:00,6.4,6.5,6.2,6.3,1472910,9279333.0
2014-10-13 01:00:00,6.3,6.5,6.2,6.5,981530,6379945.0
2014-10-14 01:00:00,6.4,6.5,6.2,6.3,1199940,7559622.0
2014-10-15 01:00:00,6.3,6.3,6.1,6.2,609480,3778776.0
2014-10-16 01:00:00,6.2,6.2,5.9,5.9,1867900,11020610.0
2014-10-17 01:00:00,6.0,6.0,5.8,6.0,843330,5059980.0
2014-10-20 01:00:00,6.1,6.1,5.9,6.0,420900,2525400.0
2014-10-21 01:00:00,6.0,6.0,5.9,5.9,504280,2975252.0
2014-10-22 01:00:00,5.9,6.1,5.9,6.1,608570,3712277.0
2014-10-23 01:00:00,6.1,6.1,5.9,5.9,636850,3757415.0
2014-10-24 01:00:00,5.9,6.0,5.8,5.9,443690,2617771.0
2014-10-27 00:00:00,5.9,5.9,5.6,5.6,503690,2820664.0
2014-10-28 00:00:00,5.6,5.8,5.6,5.7,629830,3590031.0
2014-10-29 00:00:00,5.8,5.9,5.8,5.9,359530,2121227.0
2014-10-30 00:00:00,5.8,5.9,5.7,5.8,788030,4570574.0
2014-10-31 00:00:00,5.8,6.0,5.8,6.0,504720,3028320.0
2014-11-03 00:00:00,5.9,6.0,5.6,5.6,4191340,23471504.0
2014-11-04 00:00:00,5.5,5.8,5.5,5.6,1421620,7961071.999999999
2014-11-05 00:00:00,5.7,5.8,5.6,5.7,898950,5124015.0
2014-11-06 00:00:00,5.6,5.9,5.6,5.9,1507140,8892126.0
2014-11-07 00:00:00,5.8,5.9,5.7,5.8,1025470,5947726.0
2014-11-10 00:00:00,5.8,5.9,5.7,5.7,1010610,5760477.0
2014-11-11 00:00:00,5.7,5.8,5.6,5.6,728670,4080551.9999999995
2014-11-12 00:00:00,5.7,5.8,5.6,5.8,624100,3619780.0
2014-11-13 00:00:00,5.8,5.8,5.7,5.8,960830,5572814.0
2014-11-14 00:00:00,5.7,5.8,5.6,5.7,573560,3269292.0
2014-11-17 00:00:00,5.6,5.8,5.6,5.6,735600,4119359.9999999995
2014-11-18 00:00:00,5.7,5.7,5.6,5.7,813940,4639458.0
2014-11-19 00:00:00,5.6,5.7,5.5,5.5,596940,3283170.0
2014-11-20 00:00:00,5.6,5.7,5.5,5.7,297240,1694268.0
2014-11-21 00:00:00,5.7,5.7,5.6,5.6,699640,3917983.9999999995
2014-11-24 00:00:00,5.6,5.6,5.5,5.5,411430,2262865.0
2014-11-25 00:00:00,5.5,5.6,5.5,5.5,455860,2507230.0
2014-11-26 00:00:00,5.5,5.6,5.4,5.5,564570,3105135.0
2014-11-27 00:00:00,5.5,5.5,5.3,5.5,580370,3192035.0
2014-11-28 00:00:00,5.5,5.6,5.4,5.5,410350,2256925.0
2014-12-01 00:00:00,5.4,5.6,5.4,5.4,261520,1412208.0
2014-12-02 00:00:00,5.5,5.5,5.4,5.4,325650,1758510.0
2014-12-03 00:00:00,5.4,5.6,5.4,5.5,543700,2990350.0
2014-12-04 00:00:00,5.5,5.6,5.4,5.5,228340,1255870.0
2014-12-05 00:00:00,5.5,5.6,5.4,5.5,391840,2155120.0
2014-12-08 00:00:00,5.4,5.5,5.4,5.4,326270,1761858.0
2014-12-09 00:00:00,5.4,5.4,5.1,5.1,800820,4084181.9999999995
2014-12-10 00:00:00,5.1,5.3,5.0,5.3,492110,2608183.0
2014-12-11 00:00:00,5.2,5.3,5.1,5.1,362620,1849361.9999999998
2014-12-12 00:00:00,5.1,5.2,5.1,5.2,157580,819416.0
2014-12-15 00:00:00,5.5,5.5,5.5,5.5,566900,3117950.0
2014-12-16 00:00:00,5.8,5.8,5.7,5.8,3984030,23107374.0
2014-12-17 00:00:00,5.9,6.0,5.4,5.5,1199370,6596535.0
2014-12-18 00:00:00,5.6,5.8,5.6,5.7,807140,4600698.0
2014-12-19 00:00:00,5.5,5.6,5.4,5.4,819590,4425786.0
2014-12-22 00:00:00,5.3,5.4,5.2,5.2,692010,3598452.0
2014-12-23 00:00:00,5.2,5.5,5.2,5.5,760590,4183245.0
2014-12-24 00:00:00,5.4,5.5,5.3,5.3,441900,2342070.0
2014-12-25 00:00:00,5.3,5.4,5.2,5.2,587200,3053440.0
2014-12-26 00:00:00,5.2,5.3,5.0,5.0,803230,4016150.0
2014-12-29 00:00:00,5.0,5.3,5.0,5.1,687760,3507575.9999999995
2014-12-30 00:00:00,5.1,5.2,4.9,5.2,586620,3050424.0
2014-12-31 00:00:00,5.1,5.4,5.1,5.3,779660,4132198.0
2015-01-05 00:00:00,5.3,5.5,5.3,5.4,888900,4800060.0
2015-01-06 00:00:00,5.2,5.4,5.2,5.4,678060,3661524.0000000005
2015-01-07 00:00:00,5.4,5.5,5.3,5.3,680510,3606703.0
2015-01-08 00:00:00,5.2,5.3,5.1,5.2,435960,2266992.0
2015-01-09 00:00:00,5.2,5.4,5.2,5.2,846660,4402632.0
2015-01-12 00:00:00,5.2,5.3,5.2,5.2,309460,1609192.0
2015-01-13 00:00:00,5.2,5.3,5.1,5.2,398370,2071524.0
2015-01-14 00:00:00,5.2,5.3,5.1,5.1,577330,2944383.0
2015-01-15 00:00:00,5.2,5.3,5.2,5.2,579380,3012776.0
2015-01-16 00:00:00,5.2,5.3,5.1,5.2,337730,1756196.0
2015-01-19 00:00:00,5.2,5.3,5.1,5.2,246290,1280708.0
2015-01-20 00:00:00,5.2,5.2,5.1,5.1,422490,2154699.0
2015-01-21 00:00:00,5.1,5.2,5.1,5.2,320140,1664728.0
2015-01-22 00:00:00,5.1,5.2,5.0,5.1,406060,2070905.9999999998
2015-01-23 00:00:00,5.1,5.2,5.0,5.1,330500,1685549.9999999998
2015-01-26 00:00:00,5.1,5.1,5.0,5.1,435360,2220336.0
2015-01-27 00:00:00,5.0,5.2,4.9,5.0,731470,3657350.0
2015-01-28 00:00:00,5.0,5.0,4.9,5.0,560730,2803650.0
2015-01-29 00:00:00,4.9,5.0,4.9,5.0,205420,1027100.0
2015-01-30 00:00:00,4.9,5.0,4.8,4.8,357370,1715376.0
2015-02-02 00:00:00,4.8,4.9,4.6,4.6,306690,1410774.0
2015-02-03 00:00:00,4.6,4.7,4.4,4.4,468830,2062852.0000000002
2015-02-04 00:00:00,4.4,4.4,4.2,4.2,743010,3120642.0
2015-02-05 00:00:00,4.2,4.4,4.2,4.3,445200,1914360.0
2015-02-06 00:00:00,4.3,4.5,4.3,4.4,167260,735944.0000000001
2015-02-09 00:00:00,4.4,4.5,4.3,4.3,299550,1288065.0
2015-02-10 00:00:00,4.4,4.4,4.2,4.3,425470,1829521.0
2015-02-11 00:00:00,4.4,4.6,4.3,4.6,345860,1590955.9999999998
2015-02-12 00:00:00,4.6,4.6,4.5,4.6,272400,1253040.0
2015-02-13 00:00:00,4.6,4.6,4.4,4.5,287650,1294425.0
2015-02-24 00:00:00,4.5,4.7,4.5,4.6,239570,1102022.0
2015-02-25 00:00:00,4.5,4.6,4.4,4.4,398960,1755424.0000000002
2015-02-26 00:00:00,4.5,4.6,4.4,4.5,212880,957960.0
2015-02-27 00:00:00,4.5,4.5,4.3,4.5,305210,1373445.0
2015-03-02 00:00:00,4.5,4.5,4.3,4.3,460260,1979118.0
2015-03-03 00:00:00,4.3,4.6,4.3,4.6,816330,3755117.9999999995
2015-03-04 00:00:00,4.8,4.8,4.6,4.6,903840,4157663.9999999995
2015-03-05 00:00:00,4.6,4.6,4.5,4.5,654670,2946015.0
2015-03-06 00:00:00,4.5,4.6,4.4,4.5,289080,1300860.0
2015-03-09 00:00:00,4.5,4.6,4.4,4.4,397360,1748384.0000000002
2015-03-10 00:00:00,4.4,4.6,4.4,4.4,268670,1182148.0
2015-03-11 00:00:00,4.5,4.6,4.4,4.4,272390,1198516.0
2015-03-12 00:00:00,4.4,4.5,4.4,4.5,205150,923175.0
2015-03-13 00:00:00,4.5,4.6,4.4,4.4,260250,1145100.0
2015-03-16 00:00:00,4.4,4.5,4.4,4.5,451900,2033550.0
2015-03-17 00:00:00,4.5,4.5,4.4,4.4,235640,1036816.0000000001
2015-03-18 00:00:00,4.4,4.5,4.3,4.4,291870,1284228.0
2015-03-19 00:00:00,4.4,4.4,4.3,4.3,192820,829126.0
2015-03-20 00:00:00,4.4,4.4,4.3,4.4,98610,433884.00000000006
2015-03-23 00:00:00,4.4,4.5,4.2,4.2,471040,1978368.0
2015-03-24 00:00:00,4.3,4.3,4.2,4.3,225650,970295.0
2015-03-25 00:00:00,4.3,4.4,4.2,4.2,118940,499548.0
2015-03-26 00:00:00,4.3,4.3,4.1,4.2,218990,919758.0
2015-03-27 00:00:00,4.2,4.3,4.1,4.1,118210,484660.99999999994
2015-03-30 01:00:00,4.2,4.3,4.0,4.1,134130,549933.0
2015-03-31 01:00:00,4.1,4.2,4.1,4.1,197620,810241.9999999999
2015-04-01 01:00:00,4.1,4.2,3.9,4.0,196850,787400.0
2015-04-02 01:00:00,4.0,4.1,3.9,4.0,163390,653560.0
2015-04-03 01:00:00,4.1,4.1,3.9,3.9,262300,1022970.0
2015-04-06 01:00:00,4.0,4.0,3.9,3.9,59560,232284.0
2015-04-07 01:00:00,3.9,4.0,3.9,4.0,200790,803160.0
2015-04-08 01:00:00,4.0,4.1,3.9,4.0,320440,1281760.0
2015-04-09 01:00:00,4.0,4.2,4.0,4.1,183800,753579.9999999999
2015-04-10 01:00:00,4.1,4.2,4.0,4.1,210960,864935.9999999999
2015-04-13 01:00:00,4.1,4.2,4.0,4.1,150140,615574.0
2015-04-14 01:00:00,4.1,4.1,4.0,4.0,180490,721960.0
2015-04-15 01:00:00,4.0,4.1,3.9,4.1,133360,546776.0
2015-04-16 01:00:00,4.1,4.1,3.9,4.1,192260,788265.9999999999
2015-04-17 01:00:00,4.1,4.1,4.0,4.0,271000,1084000.0
2015-04-20 01:00:00,4.0,4.0,3.9,3.9,207620,809718.0
2015-04-21 01:00:00,3.9,3.9,3.7,3.7,356250,1318125.0
2015-04-22 01:00:00,3.7,3.8,3.7,3.7,239290,885373.0
2015-04-23 01:00:00,3.7,3.8,3.7,3.7,132630,490731.0
2015-04-24 01:00:00,3.7,3.8,3.7,3.7,307280,1136936.0
2015-04-27 01:00:00,3.7,3.7,3.5,3.5,749050,2621675.0
2015-05-04 01:00:00,3.5,3.6,3.3,3.3,431660,1424478.0
2015-05-05 01:00:00,3.2,3.3,3.1,3.1,897860,2783366.0
2015-05-06 01:00:00,3.2,3.2,3.0,3.0,692150,2076450.0
2015-05-07 01:00:00,3.0,3.2,2.9,3.2,817570,2616224.0
2015-05-08 01:00:00,3.2,3.3,3.2,3.3,312970,1032801.0
2015-05-11 01:00:00,3.2,3.3,3.1,3.2,421330,1348256.0
2015-05-12 01:00:00,3.2,3.2,3.0,3.1,701650,2175115.0
2015-05-13 01:00:00,3.1,3.2,3.0,3.2,204580,654656.0
2015-05-14 01:00:00,3.2,3.2,3.0,3.1,336510,1043181.0
2015-05-15 01:00:00,3.0,3.1,3.0,3.1,138570,429567.0
2015-05-18 01:00:00,3.0,3.0,2.9,2.9,417710,1211359.0
2015-05-19 01:00:00,2.8,2.9,2.7,2.8,928070,2598596.0
2015-05-20 01:00:00,2.8,2.9,2.7,2.9,742140,2152206.0
2015-05-21 01:00:00,2.9,3.1,2.9,3.0,533270,1599810.0
2015-05-22 01:00:00,3.0,3.1,2.9,3.1,571150,1770565.0
2015-05-25 01:00:00,3.2,3.3,3.1,3.3,1356340,4475922.0
2015-05-26 01:00:00,3.4,3.5,3.4,3.5,508610,1780135.0
2015-05-27 01:00:00,3.6,3.7,3.4,3.5,1664990,5827465.0
2015-05-28 01:00:00,3.4,3.6,3.3,3.5,1351130,4728955.0
2015-05-29 01:00:00,3.5,3.5,3.3,3.3,749590,2473647.0
2015-06-01 01:00:00,3.2,3.3,3.1,3.1,2548650,7900815.0
2015-06-02 01:00:00,3.2,3.3,3.1,3.1,378430,1173133.0
2015-06-03 01:00:00,3.2,3.3,3.2,3.3,719140,2373162.0
2015-06-04 01:00:00,3.3,3.3,3.1,3.2,636650,2037280.0
2015-06-05 01:00:00,3.2,3.3,3.1,3.2,583680,1867776.0
2015-06-08 01:00:00,3.1,3.4,3.0,3.0,6059960,18179880.0
2015-06-09 01:00:00,2.8,2.8,2.8,2.8,155980,436744.0
2015-06-10 01:00:00,2.7,2.7,2.7,2.7,35560,96012.0
2015-06-11 01:00:00,2.7,2.7,2.6,2.6,920,2392.0
2015-06-12 01:00:00,2.5,2.5,2.5,2.5,7080,17700.0
2015-06-15 01:00:00,2.4,2.4,2.4,2.4,4370,10488.0
2015-06-16 01:00:00,2.3,2.3,2.3,2.3,15400,35420.0
2015-06-17 01:00:00,2.2,2.2,2.2,2.2,7360,16192.000000000002
2015-06-18 01:00:00,2.1,2.1,2.1,2.1,42700,89670.0
2015-06-19 01:00:00,2.0,2.0,2.0,2.0,10960,21920.0
2015-06-22 01:00:00,1.9,1.9,1.9,1.9,44760,85044.0
2015-06-23 01:00:00,1.8,1.8,1.8,1.8,14760,26568.0
2015-06-24 01:00:00,1.7,1.7,1.7,1.7,17370,29529.0
2015-06-25 01:00:00,1.6,1.6,1.6,1.6,34280,54848.0
2015-06-26 01:00:00,1.5,1.5,1.5,1.5,48680,73020.0
2015-06-29 01:00:00,1.4,1.4,1.4,1.4,199160,278824.0
2015-06-30 01:00:00,1.3,1.3,1.3,1.3,224610,291993.0
2015-07-01 01:00:00,1.2,1.4,1.2,1.4,4812570,6737598.0
2015-07-02 01:00:00,1.5,1.5,1.5,1.5,26510,39765.0
2015-07-03 01:00:00,1.6,1.6,1.6,1.6,699830,1119728.0
2015-07-06 01:00:00,1.7,1.7,1.5,1.7,5258360,8939212.0
2015-07-07 01:00:00,1.8,1.8,1.7,1.7,1508510,2564467.0
2015-07-08 01:00:00,1.6,1.7,1.6,1.6,1335870,2137392.0
2015-07-09 01:00:00,1.5,1.6,1.5,1.5,1410670,2116005.0
2015-07-10 01:00:00,1.5,1.6,1.5,1.5,580710,871065.0
2015-07-13 01:00:00,1.6,1.6,1.5,1.5,885940,1328910.0
2015-07-14 01:00:00,1.5,1.5,1.4,1.5,1105610,1658415.0
2015-07-15 01:00:00,1.4,1.5,1.4,1.4,897570,1256598.0
2015-07-16 01:00:00,1.3,1.5,1.3,1.4,321160,449624.0
2015-07-17 01:00:00,1.5,1.5,1.5,1.5,345020,517530.0
2015-07-20 01:00:00,1.6,1.6,1.6,1.6,1342910,2148656.0
2015-07-21 01:00:00,1.7,1.7,1.6,1.6,972730,1556368.0
2015-07-22 01:00:00,1.6,1.7,1.5,1.6,1428270,2285232.0
2015-07-23 01:00:00,1.6,1.6,1.5,1.5,682600,1023900.0
2015-07-24 01:00:00,1.5,1.5,1.4,1.4,512300,717220.0
2015-07-27 01:00:00,1.5,1.5,1.4,1.5,342300,513450.0
2015-07-28 01:00:00,1.5,1.5,1.4,1.4,195090,273126.0
2015-07-29 01:00:00,1.4,1.5,1.4,1.4,516020,722428.0
2015-07-30 01:00:00,1.5,1.5,1.4,1.5,272100,408150.0
2015-07-31 01:00:00,1.5,1.5,1.4,1.4,1266610,1773254.0
2015-08-03 01:00:00,1.3,1.4,1.3,1.3,246840,320892.0
2015-08-04 01:00:00,1.3,1.4,1.2,1.3,706370,918281.0
2015-08-05 01:00:00,1.3,1.4,1.3,1.4,615620,861868.0
2015-08-06 01:00:00,1.4,1.4,1.4,1.4,133470,186858.0
2015-08-07 01:00:00,1.3,1.4,1.3,1.4,206230,288722.0
2015-08-10 01:00:00,1.4,1.4,1.3,1.3,1005750,1307475.0
2015-08-11 01:00:00,1.3,1.4,1.2,1.3,430720,559936.0
2015-08-12 01:00:00,1.3,1.3,1.2,1.3,184510,239863.0
2015-08-13 01:00:00,1.3,1.3,1.2,1.2,375580,450696.0
2015-08-14 01:00:00,1.3,1.3,1.2,1.2,109340,131208.0
2015-08-17 01:00:00,1.2,1.3,1.2,1.2,314420,377304.0
2015-08-18 01:00:00,1.2,1.3,1.2,1.3,61470,79911.0
2015-08-19 01:00:00,1.3,1.3,1.2,1.3,194840,253292.0
2015-08-20 01:00:00,1.2,1.3,1.2,1.2,234080,280896.0
2015-08-21 01:00:00,1.1,1.2,1.1,1.1,1652980,1818278.0000000002
2015-08-24 01:00:00,1.0,1.1,1.0,1.0,713140,713140.0
2015-08-25 01:00:00,1.1,1.1,1.0,1.1,481280,529408.0
2015-08-26 01:00:00,1.1,1.2,1.1,1.2,310470,372564.0
2015-08-27 01:00:00,1.2,1.2,1.1,1.2,106020,127224.0
2015-08-28 01:00:00,1.2,1.2,1.1,1.1,371020,408122.00000000006
2015-08-31 01:00:00,1.1,1.2,1.1,1.1,296270,325897.0
2015-09-01 01:00:00,1.1,1.2,1.1,1.1,61670,67837.0
2015-09-03 01:00:00,1.0,1.2,1.0,1.1,125050,137555.0
2015-09-04 01:00:00,1.1,1.1,1.0,1.0,213810,213810.0
2015-09-07 01:00:00,1.1,1.1,1.0,1.1,97410,107151.00000000001
2015-09-08 01:00:00,1.1,1.2,1.0,1.1,224610,247071.00000000003
2015-09-09 01:00:00,1.1,1.1,1.0,1.1,62540,68794.0
2015-09-10 01:00:00,1.1,1.1,1.0,1.1,126010,138611.0
2015-09-11 01:00:00,1.1,1.2,1.1,1.1,436480,480128.00000000006
2015-09-14 01:00:00,1.1,1.2,1.0,1.1,100060,110066.00000000001
2015-09-15 01:00:00,1.1,1.1,1.0,1.1,65960,72556.0
2015-09-16 01:00:00,1.1,1.1,1.0,1.1,70530,77583.0
2015-09-17 01:00:00,1.1,1.1,1.0,1.0,107610,107610.0
2015-09-18 01:00:00,1.1,1.1,1.0,1.1,373820,411202.00000000006
2015-09-21 01:00:00,1.1,1.1,1.0,1.1,150990,166089.0
2015-09-22 01:00:00,1.1,1.1,1.0,1.1,89190,98109.00000000001
2015-09-23 01:00:00,1.0,1.1,1.0,1.1,66180,72798.0
2015-09-24 01:00:00,1.1,1.1,1.0,1.0,287690,287690.0
2015-09-25 01:00:00,1.1,1.1,1.0,1.1,92280,101508.00000000001
2015-09-28 01:00:00,1.0,1.1,1.0,1.1,65480,72028.0
2015-09-29 01:00:00,1.0,1.1,1.0,1.1,317080,348788.0
2015-09-30 01:00:00,1.0,1.0,1.0,1.0,224570,224570.0
2015-10-01 01:00:00,1.0,1.1,1.0,1.0,86560,86560.0
2015-10-02 01:00:00,1.0,1.1,0.9,1.0,252030,252030.0
2015-10-05 01:00:00,1.0,1.1,1.0,1.0,84620,84620.0
2015-10-06 01:00:00,1.0,1.1,1.0,1.0,228230,228230.0
2015-10-07 01:00:00,1.0,1.1,1.0,1.0,260700,260700.0
2015-10-08 01:00:00,1.0,1.1,1.0,1.0,384000,384000.0
2015-10-09 01:00:00,1.0,1.1,1.0,1.0,87450,87450.0
2015-10-12 01:00:00,1.0,1.1,1.0,1.0,333130,333130.0
2015-10-13 01:00:00,1.0,1.1,1.0,1.0,43600,43600.0
2015-10-14 01:00:00,1.0,1.0,0.9,0.9,302360,272124.0
2015-10-15 01:00:00,1.0,1.0,0.9,1.0,408150,408150.0
2015-10-16 01:00:00,1.1,1.1,0.9,1.0,369710,369710.0
2015-10-19 01:00:00,1.0,1.1,1.0,1.0,79050,79050.0
2015-10-20 01:00:00,1.0,1.0,1.0,1.0,101330,101330.0
2015-10-21 01:00:00,1.0,1.1,0.9,1.0,51660,51660.0
2015-10-22 01:00:00,1.0,1.1,1.0,1.0,116320,116320.0
2015-10-23 01:00:00,1.1,1.1,0.9,1.0,88690,88690.0
2015-10-26 00:00:00,1.0,1.1,1.0,1.0,71790,71790.0
2015-10-27 00:00:00,0.9,1.0,0.9,1.0,80490,80490.0
2015-10-28 00:00:00,0.9,1.0,0.9,1.0,48890,48890.0
2015-10-29 00:00:00,1.0,1.0,0.9,1.0,34570,34570.0
2015-10-30 00:00:00,1.0,1.0,0.9,1.0,33600,33600.0
2015-11-02 00:00:00,1.0,1.0,0.9,0.9,44800,40320.0
2015-11-03 00:00:00,1.0,1.0,0.9,1.0,83200,83200.0
2015-11-04 00:00:00,1.0,1.1,1.0,1.1,1239860,1363846.0
2015-11-05 00:00:00,1.2,1.2,1.1,1.1,551860,607046.0
2015-11-06 00:00:00,1.1,1.1,1.0,1.0,167060,167060.0
2015-11-09 00:00:00,1.1,1.1,1.0,1.1,662950,729245.0000000001
2015-11-10 00:00:00,1.2,1.2,1.0,1.1,527580,580338.0
2015-11-11 00:00:00,1.1,1.1,1.0,1.1,36690,40359.0
2015-11-12 00:00:00,1.0,1.1,1.0,1.0,180180,180180.0
2015-11-13 00:00:00,1.1,1.1,1.0,1.0,144230,144230.0
2015-11-16 00:00:00,1.0,1.0,1.0,1.0,210010,210010.0
2015-11-17 00:00:00,1.0,1.1,1.0,1.0,82410,82410.0
2015-11-18 00:00:00,1.0,1.1,1.0,1.0,172730,172730.0
2015-11-19 00:00:00,1.1,1.1,1.0,1.1,120980,133078.0
2015-11-20 00:00:00,1.1,1.1,1.0,1.1,147750,162525.0
2015-11-23 00:00:00,1.1,1.1,1.0,1.0,189330,189330.0
2015-11-24 00:00:00,1.0,1.1,1.0,1.1,329850,362835.00000000006
2015-11-25 00:00:00,1.0,1.2,1.0,1.2,919750,1103700.0
2015-11-26 00:00:00,1.2,1.3,1.1,1.2,374070,448884.0
2015-11-27 00:00:00,1.2,1.2,1.1,1.2,552440,662928.0
2015-11-30 00:00:00,1.1,1.1,1.1,1.1,288630,317493.0
2015-12-01 00:00:00,1.1,1.1,1.0,1.1,96890,106579.00000000001
2015-12-02 00:00:00,1.1,1.1,1.1,1.1,205920,226512.00000000003
2015-12-03 00:00:00,1.1,1.1,1.0,1.1,30240,33264.0
2015-12-04 00:00:00,1.0,1.1,1.0,1.1,116150,127765.00000000001
2015-12-07 00:00:00,1.2,1.2,1.1,1.1,82640,90904.00000000001
2015-12-08 00:00:00,1.1,1.1,1.0,1.0,181600,181600.0
