time,open,high,low,close,volume,value,foreign_buy_vol,foreign_sell_vol,foreign_buy_val,foreign_sell_val,foreign_room
2016-12-22,9.237,9.237,9.237,9.237,11000,101607.0,,,,,
2016-12-23,10.614,10.614,10.614,10.614,4700,49885.8,,,,,
2016-12-26,11.475,11.475,11.475,11.475,3700,42457.5,,,,,
2016-12-27,9.754,9.754,9.754,9.754,800,7803.2,,,,,
2016-12-28,9.237,9.237,8.319,9.18,4400,40392.0,,,,,
2016-12-29,8.606,9.18,8.606,9.18,600,5508.0,,,,,
2016-12-30,9.18,9.18,9.18,9.18,1000,9180.0,,,,,
2017-01-03,9.18,9.18,9.18,9.18,0,0.0,,,,,
2017-01-04,8.606,8.606,8.606,8.606,300,2581.8,,,,,
2017-01-05,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-06,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-09,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-10,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-11,8.606,8.606,8.606,8.606,2000,17212.0,,,,,
2017-01-12,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-13,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-16,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-17,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-18,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-19,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-20,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-23,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-24,8.606,8.606,8.606,8.606,0,0.0,,,,,
2017-01-25,8.319,8.377,8.319,8.377,8000,67016.0,,,,,
2017-02-02,8.032,8.032,8.032,8.032,300,2409.6,,,,,
2017-02-03,8.032,8.032,8.032,8.032,0,0.0,,,,,
2017-02-06,8.032,8.606,8.032,8.606,3000,25818.0,,,,,
2017-02-07,8.032,8.032,8.032,8.032,200,1606.4,,,,,
2017-02-08,8.032,8.032,8.032,8.032,0,0.0,,,,,
2017-02-09,8.032,8.032,8.032,8.032,0,0.0,,,,,
2017-02-10,7.745,7.745,7.745,7.745,500,3872.5,,,,,
2017-02-13,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-14,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-15,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-16,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-17,7.745,7.745,7.745,7.745,200,1549.0,,,,,
2017-02-20,8.032,8.032,8.032,8.032,5100,40963.2,,,,,
2017-02-21,7.745,7.745,7.745,7.745,600,4647.0,,,,,
2017-02-22,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-23,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-24,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-27,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-02-28,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-03-01,7.745,7.745,7.745,7.745,2100,16264.5,,,,,
2017-03-02,7.745,7.745,7.745,7.745,0,0.0,,,,,
2017-03-03,7.688,7.688,7.688,7.688,4000,30752.0,,,,,
2017-03-06,7.573,7.573,7.573,7.573,1200,9087.6,,,,,
2017-03-07,7.688,7.688,7.688,7.688,2050,15760.4,,,,,
2017-03-08,8.032,8.032,8.032,8.032,100,803.2,,,,,
2017-03-09,8.032,8.032,8.032,8.032,0,0.0,,,,,
2017-03-10,8.032,8.032,8.032,8.032,0,0.0,,,,,
2017-03-13,7.459,7.459,7.459,7.459,31800,237196.2,,,,,
2017-03-14,7.459,7.459,7.459,7.459,7400,55196.6,,,,,
2017-03-15,7.459,7.459,7.459,7.459,6600,49229.4,,,,,
2017-03-16,7.459,7.459,7.459,7.459,4500,33565.5,,,,,
2017-03-17,7.459,7.459,7.459,7.459,1600,11934.4,,,,,
2017-03-20,7.459,7.459,7.459,7.459,5000,37295.0,,,,,
2017-03-21,7.459,7.459,7.459,7.459,20500,152909.5,,,,,
2017-03-22,7.459,7.459,7.459,7.459,7000,52213.0,,,,,
2017-03-23,7.459,7.459,7.459,7.459,2200,16409.8,,,,,
2017-03-24,7.459,7.459,7.459,7.459,700,5221.3,,,,,
2017-03-27,7.459,7.459,7.459,7.459,0,0.0,,,,,
