time,open,high,low,close,volume,value,foreign_buy_vol,foreign_sell_vol,foreign_buy_val,foreign_sell_val,foreign_room
2025-07-18 01:00:00,14.1,14.1,14.1,14.1,2600,36660.0,,,,,
2025-07-21 01:00:00,12.0,12.1,12.0,12.0,7000,84000.0,,,,,
2025-07-22 01:00:00,13.8,13.8,13.8,13.8,100,1380.0,,,,,
2025-07-23 01:00:00,11.8,11.8,11.8,11.8,2000,23600.0,,,,,
2025-07-24 01:00:00,10.5,12.0,10.5,11.8,20500,241900.00000000003,,,,,
2025-07-25 01:00:00,11.4,11.9,9.8,11.9,5800,69020.0,,,,,
2025-07-28 01:00:00,10.0,10.0,10.0,10.0,6000,60000.0,,,,,
2025-07-29 01:00:00,10.0,10.0,10.0,10.0,0,0.0,,,,,
2025-07-30 01:00:00,10.5,10.5,10.5,10.5,5000,52500.0,,,,,
2025-07-31 01:00:00,10.4,10.4,10.0,10.0,300,3000.0,,,,,
2025-08-01 01:00:00,8.9,8.9,8.8,8.9,900,8010.0,,,,,
2025-08-04 01:00:00,8.9,8.9,7.9,8.1,2000,16200.0,,,,,
2025-08-05 01:00:00,7.5,7.7,7.3,7.5,2100,15750.0,,,,,
2025-08-06 01:00:00,8.5,8.6,8.5,8.6,700,6020.0,,,,,
2025-08-07 01:00:00,8.6,8.6,8.6,8.6,800,6880.0,,,,,
2025-08-08 01:00:00,8.6,8.6,8.6,8.6,0,0.0,,,,,
2025-08-11 01:00:00,8.6,8.6,8.6,8.6,1100,9460.0,,,,,
2025-08-12 01:00:00,9.8,9.8,9.8,9.8,800,7840.000000000001,,,,,
2025-08-13 01:00:00,9.8,9.8,9.8,9.8,0,0.0,,,,,
2025-08-14 01:00:00,9.8,9.8,9.8,9.8,0,0.0,,,,,
2025-08-15 01:00:00,9.8,9.8,9.8,9.8,0,0.0,,,,,
2025-08-18 01:00:00,9.7,9.7,9.7,9.7,200,1940.0,,,,,
2025-08-19 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-08-20 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-08-21 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-08-22 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-08-25 01:00:00,9.7,9.7,9.7,9.7,100,970.0,,,,,
2025-08-26 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-08-27 01:00:00,9.7,9.7,9.7,9.7,100,970.0,,,,,
2025-08-28 01:00:00,9.7,9.7,9.7,9.7,600,5820.0,,,,,
2025-08-29 01:00:00,9.7,9.7,9.7,9.7,200,1940.0,,,,,
2025-09-03 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-04 01:00:00,9.7,9.7,9.7,9.7,100,970.0,,,,,
2025-09-05 01:00:00,9.6,10.1,9.6,10.1,600,6060.0,,,,,
2025-09-08 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-09 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-10 01:00:00,8.5,8.5,8.5,8.5,100,850.0,,,,,
2025-09-11 01:00:00,9.7,9.7,9.7,9.7,400,3880.0,,,,,
2025-09-12 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-15 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-16 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-17 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-18 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-19 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-22 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-23 01:00:00,9.7,9.7,9.7,9.7,0,0.0,,,,,
2025-09-24 01:00:00,9.0,10.8,9.0,10.8,500,5400.0,,,,,
2025-09-25 01:00:00,8.4,8.4,8.4,8.4,100,840.0,,,,,
2025-09-26 01:00:00,8.0,8.0,8.0,8.0,300,2400.0,,,,,
2025-09-29 01:00:00,8.0,8.0,8.0,8.0,0,0.0,,,,,
2025-09-30 01:00:00,7.0,7.0,7.0,7.0,100,700.0,,,,,
2025-10-01 01:00:00,7.0,7.0,7.0,7.0,0,0.0,,,,,
2025-10-02 01:00:00,8.0,8.0,6.5,6.5,300,1950.0,,,,,
2025-10-03 01:00:00,7.0,7.0,7.0,7.0,0,0.0,,,,,
2025-10-06 01:00:00,7.0,7.0,7.0,7.0,0,0.0,,,,,
2025-10-07 01:00:00,7.0,7.0,7.0,7.0,0,0.0,,,,,
2025-10-08 01:00:00,7.0,7.0,7.0,7.0,0,0.0,,,,,
2025-10-09 00:00:00,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27930.0
2025-10-10 00:00:00,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27930.0
2025-10-13 00:00:00,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27930.0
